,Carnivore...Herbivore.Rho,Carnivore...Herbivore.P,Carnivore...Herbivore.p.adj,Carnivore...Omnivore.Rho,Carnivore...Omnivore.P,Carnivore...Omnivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj
TMEM132A,0.730392061582196,1,1,0.922140451636182,1,1,0.277524314252361,1,1
DVL2,1.33491408624812,0.545713400729563,1,-1.69581256558248,0.26976414614205,1,-2.92866387115168,0.0102126700454149,0.349091860367872
RPAP3,-1.37642699557376,0.506068424879281,1,-0.195538928462225,1,1,1.08874334952952,0.828801239001736,1
HOXA11,2.05678781584367,0.119119921809798,0.448447954510244,0.579148113450637,1,1,-1.26049883515727,0.622468403506669,1
TRAPPC6A,-0.565430254715756,1,1,0.0314242046577935,1,1,0.54569729396554,1,1
SPATA20,-0.298197352993165,1,1,-0.340805338141118,1,1,-0.0649747692725703,1,1
CD79B,-1.64780924995516,0.298175460885833,0.806678654471095,-0.51325957388808,1,1,1.0411460196389,0.893423352260465,1
RHBDD2,-1.52481772435931,0.381913703303358,0.938892043212679,1.01946098307785,0.923952501869603,1,2.47810207909077,0.0396250051197262,0.624593305490138
RPUSD1,1.12234828710454,0.785143148237237,1,1.51452110893653,0.389681172478215,1,0.484178143821697,1,1
TSR3,-2.2241530803313,0.0784144398570668,0.338712459555309,-1.32803288074062,0.552501734371184,1,0.78135672165874,1,1
NDUFAB1,-1.96475176861876,0.148328925000904,0.517874324933355,-0.928577787458502,1,1,0.894256187780986,1,1
YBX2,3.03438384443555,0.00723082650759647,0.0695786009246304,1.15057949473442,0.749715818499153,1,-1.54485921799376,0.367140959256784,1
ITGA3,3.05661281708981,0.00671559669039946,0.066038167716995,3.42134386060595,0.00186937480054361,0.113112251036119,0.633652408816086,1,1
KRT33A,-1.808113921704,0.2117663156287,0.646890928858094,-0.642447595640321,1,1,1.07024713366886,0.853524250933228,1
LRRC23,0.0979637442299846,1,1,-1.41905034557137,0.46765301624644,1,-1.53595299258376,0.373649729301798,1
TFAP2D,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRY1,-1.09538850777489,0.820039400126118,1,-0.314705465223544,1,1,0.708820149754114,1,1
PGLYRP1,-0.72827517913856,1,1,1.11582346291122,0.793493125327167,1,1.87162543998315,0.183775323883544,1
STARD3NL,1.43500397068904,0.453857898331453,1,0.661746157574928,1,1,-0.663159587015138,1,1
CD74,1.49860659089493,0.401927165648104,0.970601713504256,1.48970488779797,0.408905546611857,1,0.0975477328733626,1,1
RPS20,1.69256545006827,0.271614636437822,0.760419633280961,0.169206917742548,1,1,-1.18492138609245,0.70814559254845,1
MGST1,-3.48300911239278,0.00148743446354776,0.0244206143982469,-1.26641435684704,0.61609432067083,1,1.93598435426344,0.158608851677014,1
CPA1,-2.9312750835683,0.0101272114117898,0.0878941205583096,-0.487153055068506,1,1,2.27304700815376,0.0690700418763161,0.768533293284105
SYPL1,-1.17428174047034,0.720846583721442,1,1.56592519733855,0.352098390424855,1,2.61590829580808,0.0266971363822725,0.531218812470766
RANBP9,-1.50617134099978,0.396069583330133,0.961013365461755,0.154211547118709,1,1,1.57556127695186,0.345380838435547,1
CD4,0.499914321729488,1,1,-0.719113223682579,1,1,-1.20443645887318,0.685262782363069,1
PLEKHG6,1.82154193209554,0.205573555934432,0.635187800303679,0.70883616285243,1,1,-0.979705429888995,0.981694635123268,1
QPCTL,-1.55905820814755,0.356947811651298,0.90059575234767,0.264757541898476,1,1,1.74002321876284,0.245564823023062,1
PPP5C,-1.08438072681831,0.834588076626817,1,0.564512497047739,1,1,1.56301317094151,0.354148490745064,1
UBR7,1.87926254767457,0.180625958636482,0.586809511863833,0.0309691524894218,1,1,-1.76076197594287,0.234836094250166,1
MAP4K5,-1.03484465624618,0.902224392511705,1,-1.72729243490652,0.252345471449177,1,-0.803546342717171,1,1
ERCC1,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPRC5A,-2.99684888909725,0.00818357683053959,0.0760859689709276,0.311905459655175,1,1,3.10062393560446,0.00579340139149901,0.275986607240743
HEBP1,0.966103028634115,1,1,-0.315041131337426,1,1,-1.21559580924737,0.672416794076098,1
COX15,-0.732307715002771,1,1,-0.376511414388379,1,1,0.298830593700936,1,1
MS4A12,-0.392816625687489,1,1,1.38903627209402,0.494465161706032,1,1.98489730399193,0.141467695232416,1
XYLT2,0.16195876384698,1,1,0.835513042246506,1,1,0.70543907534321,1,1
FTSJ1,-4.5072157247025,1.97051533089582e-05,0.00113293306725757,-2.94049257761122,0.00983072557193287,0.24442613449255,1.19430572721209,0.697075194380418,1
SCTR,0.317330874064646,1,1,-1.16807218347526,0.728332948609726,1,-1.49050066778963,0.408277923039743,1
RALBP1,-4.07066488765648,0.000140637437571934,0.00465057956868986,-2.24126552080438,0.075026642851863,0.640051053231982,1.47239248038753,0.422744767771291,1
SYT13,-0.26533045171917,1,1,1.09078261664283,0.826105641805389,1,1.35913864976768,0.522307972482535,1
SNAI2,0.124045315347597,1,1,0.853387700720741,1,1,0.767051289490859,1,1
SLC7A9,-3.9494180740915,0.000235024253985389,0.00674335364303012,-2.26617439374088,0.0703221233275763,0.618037533630956,1.38649582303282,0.496786664529665,1
RTF2,-0.687084978713535,1,1,-0.191527147417289,1,1,0.443162345975294,1,1
RB1CC1,-0.612131869092634,1,1,1.04806581206673,0.883824859025485,1,1.61427939861691,0.319400509805569,1
AKAP11,0.879696518636634,1,1,-0.383308830798724,1,1,-1.2160450287476,0.671903307992788,1
B4GALT7,-0.159715997460575,1,1,-0.0454445560820271,1,1,0.107056059661414,1,1
FAM13B,-5.26273805877198,4.25777145904188e-07,7.34392166831982e-05,-2.45872822565327,0.041829036876068,0.488472005729397,2.37791810350835,0.0522320769145859,0.683939394572666
CHPF2,0.513555095053027,1,1,0.620777547558286,1,1,0.14810243658307,1,1
GABARAPL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYOC,3.20690127275754,0.00402519102411884,0.0467181032745654,1.81164956142068,0.210121085267485,1,-1.12506059147871,0.781690077930519,1
FAM136A,-1.00521802995665,0.944375625582171,1,-0.831579046159703,1,1,0.0451110345399328,1,1
NSMAF,0.725323664248406,1,1,2.66959840596102,0.0227826048895049,0.37445319712148,2.00843181918526,0.13379227343813,1
OTC,-1.65548271529099,0.293479859164388,0.798541934110755,0.331281803561094,1,1,1.85515505406082,0.19072226370061,1
TTC17,-0.505188443229527,1,1,-0.378695599431766,1,1,0.0814284311188221,1,1
HOXC8,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRI1,-1.3508760074623,0.53020546504569,1,-0.942320331593704,1,1,0.320225579397872,1,1
TARBP1,-2.15616687614315,0.0932119110082602,0.380195144493056,-1.08093778055415,0.839174374193478,1,0.919418593058029,1,1
RTN4R,0.915321384064264,1,1,1.05513691868143,0.874088128064829,1,0.205603795777222,1,1
PSMA4,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZPBP,0.728361024846826,1,1,1.82815328229306,0.202579650549937,1,1.15958348090932,0.738655289434314,1
LCP2,0.303293188978396,1,1,1.25540510804487,0.62799520794354,1,0.98501924969156,0.973843846813435,1
DCN,0.696948859217207,1,1,-1.02792994895529,0.91194834153122,1,-1.69463638659198,0.270433260076708,1
TNFRSF17,-0.309611148260306,1,1,0.272575028497798,1,1,0.567059560978273,1,1
MRPS10,-3.40467377599819,0.00198729412316659,0.0293473874087861,-0.946781765316496,1,1,2.12698613054391,0.100263706783997,0.909647632406686
GRN,-3.52940796475719,0.00124947162631083,0.0216652356938751,-2.13758636545893,0.0976509879401432,0.719014094715304,1.11969911275179,0.788526009807159,1
THAP3,0.166843203615833,1,1,-0.0214203199051028,1,1,-0.18083374223575,1,1
VAMP3,0.569200242300842,1,1,1.72049007011059,0.256030191409434,1,1.21288919106233,0.675516566228757,1
RCN1,-0.811455095569987,1,1,-0.0215510103443481,1,1,0.74413753226528,1,1
RFC2,-2.03812448090561,0.124612456401584,0.461142915107811,-1.6496427718156,0.297048064288531,1,0.208307807419796,1,1
PPP1R3F,-0.942295754286087,1,1,-0.0997123867280292,1,1,0.803292974355629,1,1
NFE2L3,-4.35160980464882,4.05424834502957e-05,0.00192525476789601,-3.49193030564721,0.0014386300643711,0.104290254811366,0.552208437182491,1,1
CBLN4,2.52528881805868,0.0346809714900508,0.202420326013109,1.25111190881162,0.632680953907115,1,-0.986116499388512,0.972227844017394,1
CLDN11,0.52617133789071,1,1,0.391886960953135,1,1,-0.0822078077919252,1,1
FAM168A,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELT,-0.00171803911430845,1,1,-1.11260215255298,0.797638006706069,1,-1.12950825843352,0.77605046321285,1
PKP2,0.46715860024227,1,1,0.550292291031828,1,1,0.124174382291746,1,1
YIPF1,-1.64210139392308,0.301706978590813,0.812383800598194,-0.639503801772658,1,1,0.906129286745014,1,1
ADCK2,-1.56283962244232,0.354270965946426,0.896037437214237,-0.106941977184205,1,1,1.34363543619235,0.537198913911246,1
INPP4A,0.411146158756043,1,1,1.88402688278623,0.178684017782405,0.945813963296538,1.53576131783891,0.373790790275679,1
SLC2A3,-0.32767931630193,1,1,0.398508108514023,1,1,0.706174436623197,1,1
STYK1,-1.01364453793953,0.932257192569868,1,0.68623790038179,1,1,1.64079353977302,0.302520839260014,1
GNA11,NA,NA,NA,NA,NA,NA,NA,NA,NA
CREB3L3,-2.83312987841827,0.013828396024548,0.108928562070534,-1.15615374412467,0.742854828445946,1,1.26503228481479,0.617579264679914,1
HDAC7,0.756416933701736,1,1,-0.997686290846384,0.955294508856013,1,-1.71539218519678,0.258820041660374,1
MRPS35,-3.16641203348055,0.00462996049883584,0.0513884521046825,-3.48684631927607,0.00146625637288794,0.104543096948634,-0.555582188806326,1,1
APPBP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA11,1.67120094988204,0.284045978134899,0.781230562296974,0.832052377832169,1,1,-0.655210564248643,1,1
ISOC2,-1.5112054588045,0.39220833613905,0.954969705030437,-0.799763945160915,1,1,0.578462007502796,1,1
CD22,-3.44431162844504,0.00171754625284986,0.0265432534194284,-2.43826764772569,0.0442735280618179,0.499149933956153,0.704751195244607,1,1
GSC2,-1.15255198818488,0.747282958271119,1,-0.410494378273293,1,1,0.676884315933985,1,1
KCNQ1,1.53531907645576,0.374116411542343,0.928699896047047,0.557557848493742,1,1,-0.870988803418275,1,1
TRIB2,NA,NA,NA,NA,NA,NA,NA,NA,NA
OTUD5,0.889271579799488,1,1,0.666443675644151,1,1,-0.148432695240064,1,1
GPKOW,-1.86125730566255,0.188123547753455,0.601915129549753,-1.20770667929406,0.681480323793792,1,0.495388089026816,1,1
AQR,0.545917155375389,1,1,0.523032256998142,1,1,0.0168725163506412,1,1
LMCD1,0.411885154264398,1,1,-0.517615964504592,1,1,-0.921173059043936,1,1
PSMC4,NA,NA,NA,NA,NA,NA,NA,NA,NA
FNDC8,-0.226765867961419,1,1,0.34039192084072,1,1,0.547746143570915,1,1
ACAP1,2.53076323804177,0.0341443937368022,0.200187767171056,1.66907792874018,0.285305810337872,1,-0.680547225986801,1,1
DERL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOX3,-2.38567567240131,0.0511433343239709,0.258926071142209,-1.1904703307161,0.70158475356519,1,1.03200270736141,0.906212547638341,1
ANO8,-2.76352722113507,0.0171540967946751,0.125690613525827,0.733452258999591,1,1,3.26965799361253,0.00323032758591162,0.215441314463066
ICAM3,-2.03191368150532,0.126487185690962,0.466355456628641,-0.159948708387166,1,1,1.71372956724729,0.259735212151833,1
CTTNBP2,-0.0525307998932121,1,1,-2.27725999379734,0.068312113301708,0.611307240906272,-2.28405325254223,0.0671052044080261,0.760559439083716
ACTL6B,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIF22,-1.15794679093169,0.740657253136906,1,-0.834169736890297,1,1,0.212351081660256,1,1
PRSS22,-0.613002846265919,1,1,-0.00418553996417204,1,1,0.56474033543798,1,1
YTHDC2,2.08773471083838,0.110465315671475,0.427064082997462,2.47818603613318,0.0396156817211106,0.475198177383681,0.617842915739813,1,1
TMEM161A,-1.6718560743186,0.283658118936979,0.780449895997121,0.04598438282713,1,1,1.62524743835544,0.312329538364582,1
FOXJ2,-1.36676964452992,0.515092560977466,1,-1.0101289551683,0.937300534085079,1,0.231178628018171,1,1
GOLGA5,0.112158957491182,1,1,-0.0792422372285985,1,1,-0.183984136922103,1,1
PPP2R5B,1.36036809711931,0.521140406608656,1,0.479200229066911,1,1,-0.693503392554708,1,1
PYGM,2.25841639629703,0.0717591343468169,0.320426810836318,2.15155817976502,0.0942965067157128,0.707860620198092,0.0281608043357161,1,1
BCL3,-2.14748110613693,0.0952649993309538,0.38605639684548,-0.915620420183539,1,1,1.00250291401871,0.948302279606752,1
PRLH,2.1651545438638,0.0911275562985406,0.374169843948973,1.87035067709296,0.184305409439343,0.959974652567434,-0.141205119889864,1,1
FSTL3,-0.49356284985676,1,1,-0.224386068193464,1,1,0.226877348118598,1,1
EPHA8,-0.551302590724071,1,1,0.297824432067404,1,1,0.808689816473805,1,1
TRIP13,1.04371754052065,0.889848276175256,1,1.7588954524108,0.235785803224328,1,0.783743626595675,1,1
VASH1,0.361336895802006,1,1,0.381950627032082,1,1,0.0511248591086964,1,1
KRT14,1.33824270109212,0.542452000398459,1,-0.808742969473184,1,1,-2.00552949807224,0.13471941141454,1
KRT20,5.82209322572574,1.74345345583786e-08,6.08424710658207e-06,2.17817295045507,0.0881794892736202,0.689924306913652,-3.53037293992193,0.00124492284004372,0.154391009402446
HSD17B10,-1.45165108300964,0.439795941757111,1,-1.87351740478766,0.182990914865443,0.957114558546821,-0.574129903716698,1,1
FGF4,-0.626126264829514,1,1,-0.116781867885947,1,1,0.500788320405088,1,1
ST6GAL1,-2.58294434579842,0.0293883372225378,0.179780427379291,0.973895274366834,0.990325621079247,1,3.44999244786743,0.0016818067089379,0.162842649173302
TIMM21,0.198987291403423,1,1,-0.281241928969012,1,1,-0.476792410752861,1,1
BPIFB2,-1.13998127029847,0.762882312883104,1,-1.42688728761354,0.460837156959568,1,-0.420462006782891,1,1
REXO1,-0.00649112243735701,1,1,2.33343100076494,0.0588766073753068,0.574075614213031,2.37927629705245,0.0520400050123324,0.683212874203902
MKRN2,-3.08218611632741,0.00616458945641977,0.0626255164223705,0.621844711753166,1,1,3.50535107462665,0.00136801661249643,0.162516987919937
GPATCH1,-0.566136532753282,1,1,-1.79795485711883,0.21655248549121,1,-1.27211830087465,0.609993269204825,1
KEAP1,-2.96890284354729,0.00896595222862212,0.0807097055445132,-0.982120400677671,0.978121608449457,1,1.77490118580494,0.227742613423907,1
P2RY10,0.230445916975431,1,1,0.756848727751386,1,1,0.560280131250177,1,1
TNS1,1.19148684447124,0.700387554349533,1,-1.37084223054277,0.511272429370423,1,-2.52273810156542,0.0349335267297135,0.590265635029172
NGFR,0.123259864409766,1,1,-0.245275644624195,1,1,-0.359775174265026,1,1
NTN1,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISOC1,-1.459382573603,0.433379518871969,1,-1.35264072715733,0.528511304158701,1,-0.0527674197019156,1,1
MNT,0.177255212800791,1,1,0.698364285761818,1,1,0.547536775848417,1,1
AP3M2,-1.91167400989078,0.167754059805101,0.560150739082186,-1.69368509140644,0.270975416796763,1,-0.0349501663744317,1,1
LAPTM4A,1.57359983532092,0.346739974074561,0.884825653270659,1.14943487882566,0.751130114411302,1,-0.211833857222556,1,1
PTPN18,0.544710717418862,1,1,1.01031081651023,0.937039201631208,1,0.567471586857318,1,1
STK10,-2.40673725857515,0.0482872353947595,0.248831818109121,-0.196336407057326,1,1,2.02573017621634,0.128377327770289,1
TBX21,-1.63443584960213,0.306502097679063,0.819315588283255,0.361017219384566,1,1,1.91830339575714,0.165217656325846,1
MRPS34,0.36674793649321,1,1,0.714742264055727,1,1,0.388390295447887,1,1
MAP2K5,0.233861077868597,1,1,0.321005030360152,1,1,0.114436324331857,1,1
TIGAR,-3.77013203322774,0.000489483615565128,0.0111290774775308,0.203239394408242,1,1,3.72365447218675,0.000589078872283486,0.115434016692205
FGF20,-1.6462907261381,0.299111753676388,0.808879253138923,-1.27795900441404,0.603791644535154,1,0.194293425855278,1,1
MTMR7,0.0663398692266987,1,1,1.6685934999339,0.285593903846631,1,1.6455471101572,0.299571107687909,1
CPB2,0.594477070772742,1,1,-1.2180451718537,0.669620422158991,1,-1.79095572519698,0.219901200529997,1
FAM107B,-2.9933016834624,0.00827930403794034,0.076552604638188,-1.21474616671293,0.673388755774407,1,1.51349793575112,0.390459675302277,1
CDK13,0.20724326415104,1,1,-0.432732948091405,1,1,-0.62686573045866,1,1
TSPAN32,0.183602383568571,1,1,-0.990202784301711,0.966225035752687,1,-1.17341795304686,0.721884723708879,1
TRAM2,-2.56016705540429,0.0313865574669036,0.188250552951818,-3.01691667296628,0.0076607999031154,0.21938542623311,-0.690995440425153,1,1
CLDN18,-1.68813661879307,0.27415501947801,0.764678479979,1.96466091231223,0.148360490497501,0.870327412199182,3.48761130580181,0.00146206806405381,0.162516987919937
NDUFB4,-3.95550039460918,0.000229123866398845,0.00662472589437586,-3.03623621661922,0.00718654837308167,0.210627626731374,0.563549938620306,1,1
HEATR6,-2.98207496919224,0.00858905642086971,0.0783363550828695,-3.04741600266865,0.00692454078043114,0.207735705708439,-0.272758660053704,1,1
ERLEC1,-2.1562541218949,0.0931914825702859,0.380195144493056,-0.944237826930709,1,1,1.04658853230732,0.885868179643062,1
TMEM131,-0.836137342116384,1,1,0.415418053847576,1,1,1.21197783278621,0.676562598545469,1
TMEM38A,-1.73741700113222,0.24694077754056,0.712751165180543,0.405715421736235,1,1,2.01035707142276,0.133180231591293,1
ACTR6,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAP,1.16987286754426,0.726156402572191,1,0.100870593425443,1,1,-1.02018495463408,0.922922255138159,1
DMRT3,1.62644052784378,0.311567925682473,0.828528848625057,1.76456307713579,0.232911676555723,1,0.240012746202196,1,1
GAL3ST2,0.587920745135819,1,1,1.89209972256597,0.175433085872181,0.940039873009986,1.42696180707717,0.460772711166529,1
UHRF1BP1,-3.40536103457639,0.0019822990103974,0.029335679437893,-1.98032544149227,0.143000915435988,0.856495926986456,1.18026086652477,0.713689432251138,1
OSTM1,-1.23548720269051,0.649947709008932,1,2.41846900935285,0.0467579194387848,0.510323559882881,3.68183325733313,0.000694688539205207,0.124893884282839
SLC13A1,-1.99451759690174,0.138286556612211,0.493373292563681,-1.00295118573979,0.947653242599778,1,0.864231837381256,1,1
HSPB11,-1.69462644091162,0.270438923743042,0.758899196560781,-1.86599971173142,0.186124217480929,0.963785455845868,-0.330752097366502,1,1
STRADB,-2.1691438676468,0.0902152894313412,0.371918437590119,-1.93705661834001,0.158215268303492,0.895240692368856,0.0848019809922108,1,1
DLG3,2.4810954109849,0.0392937925805147,0.218988104208943,1.04796111546009,0.883969567548483,1,-1.27124787026394,0.610921443993102,1
PLOD1,1.22413680754679,0.662701868595974,1,0.217736638396453,1,1,-0.937046122085341,1,1
OXCT1,-2.39686746918964,0.0496077103783876,0.253719598479238,-0.613716139366261,1,1,1.56351938515318,0.353791439203202,1
FAM234B,-0.328828655278503,1,1,-0.315632460652466,1,1,-0.00820726590087414,1,1
RRN3,-2.67090740941692,0.0226939529877929,0.150617186437338,-3.2945578250786,0.00295729981505865,0.136966793286327,-0.78847245754687,1,1
MOGAT2,-1.2357827955097,0.649617935227393,1,1.47672945292469,0.419244521368593,1,2.64033425050479,0.0248472886234044,0.517140656148138
CHERP,-1.46521904661332,0.428583494111503,1,-0.163704224763804,1,1,1.24091354131919,0.643913069433874,1
AQP2,-1.33318823045247,0.547410122174383,1,0.382716310691278,1,1,1.57106403764061,0.348503324632864,1
DIMT1,0.03127045748923,1,1,2.10241471003161,0.106550891185601,0.751364038125533,2.1297919475943,0.0995663813543778,0.907232056420436
EIF2AK1,-0.10655545434465,1,1,0.355917671577092,1,1,0.453617355925837,1,1
NME8,-3.08222705872825,0.00616374157252233,0.0626255164223705,-2.71481117131659,0.0198940707824226,0.349130367273841,0.0874326838533454,1,1
EPDR1,0.0614238539657427,1,1,0.28029084951758,1,1,0.227744621181097,1,1
HBQ1,-0.682676232954948,1,1,1.18782198812422,0.704710648965051,1,1.83095227791734,0.201322999027176,1
RBM22,NA,NA,NA,NA,NA,NA,NA,NA,NA
HSD17B2,-3.8582658867888,0.000342583140451463,0.00856910764519837,-1.51054001394958,0.392717061608706,1,2.04768136886766,0.121773691738905,0.986150036823533
ZW10,0.304020233850293,1,1,1.97110538983019,0.146135467116112,0.865457061726246,1.69357415646719,0.271038697104215,1
ITGB4,5.2687512710258,4.1206478865762e-07,7.2634437346054e-05,3.49501252004874,0.0014221185546914,0.104193000405869,-1.28122322574924,0.600345811263034,1
TRIP6,-0.235474803427967,1,1,0.200522212404523,1,1,0.429890885759907,1,1
ADAM11,1.02313671804046,0.918729624910427,1,1.52485070919111,0.381889015506798,1,0.578227614659687,1,1
SLC22A4,-2.85103903862981,0.013072985693784,0.105074034987104,0.475560653384644,1,1,3.14530432152754,0.00497742433093053,0.259344546909526
TFAP2C,1.17146325461925,0.724237858600168,1,-0.756387294657136,1,1,-1.85405983292403,0.191191801237623,1
SULT2B1,-1.82229877325199,0.205228992742637,0.6348518377852,0.378364666718433,1,1,1.94231842712737,0.156295690777331,1
EPS8L1,0.332084933937428,1,1,2.87082666819176,0.0122819983193406,0.276317341499288,2.67926341511922,0.0221352971161697,0.491275476128601
REM1,1.1062721747271,0.805826194841694,1,-1.0148196983758,0.930575346194794,1,-2.05512192580537,0.119601688962121,0.980733849489392
PDRG1,-0.0482072756364375,1,1,-0.0731595130641715,1,1,-0.029942553704157,1,1
PPP1R13B,2.36617937095391,0.0539182031724728,0.268001509375994,2.32883784295504,0.0596029733825531,0.576952252490843,0.105789005144696,1,1
TGM6,0.412766413940734,1,1,-0.557678341205403,1,1,-0.991752114904285,0.963955385491283,1
RALGAPA2,-0.262811112714814,1,1,0.378032431639265,1,1,0.623487801128173,1,1
RPL6,-0.740718690842947,1,1,-0.975941794262266,0.987279927682641,1,-0.331849540614643,1,1
ESF1,-0.914841991950016,1,1,-1.89826306910211,0.172984308972069,0.935087370473655,-1.12085592904499,0.787047578282222,1
SLC8B1,-0.447876646494345,1,1,0.405165720933538,1,1,0.828806417746172,1,1
SIRT4,-0.446517722754646,1,1,0.509812216277829,1,1,0.919625381575546,1,1
TRMT6,-1.81188020747061,0.210014124808191,0.642895136040742,-2.59462832071895,0.0284079775220224,0.413135990849879,-0.902755219210859,1,1
HAUS5,-2.04364040861379,0.122967252669293,0.457346837370835,-1.45031077747256,0.440915624958641,1,0.43254575331087,1,1
UQCRC1,-1.66085026279132,0.290230570552056,0.793024204535275,-2.28407552803351,0.0671012775764163,0.606977790797765,-0.743247805381033,1,1
GMIP,-3.52640494655999,0.00126372703489759,0.0217471191349464,-1.92730605155852,0.161824499637908,0.907450837655622,1.31734199286085,0.563172045842812,1
LAG3,-1.34164814389682,0.539130324549551,1,0.288373640047102,1,1,1.54346527765578,0.368153777754904,1
OTUB2,0.276909547712595,1,1,0.0162427080456294,1,1,-0.232659856855334,1,1
TFAP4,0.519468418987862,1,1,-0.458220332491206,1,1,-0.914063113789236,1,1
PDCD7,-0.884092630324002,1,1,-0.29319436856241,1,1,0.531319031053495,1,1
SPG21,-0.496859756227176,1,1,-0.373112376738315,1,1,0.0734855570442264,1,1
CHRD,-3.54689678717136,0.00116939180995879,0.0206688969378583,-4.29934195107053,5.13917965480655e-05,0.0230476529709922,-1.1049759091974,0.807510084098194,1
GNPTG,-0.883870366619664,1,1,-1.40912023299482,0.47639885709223,1,-0.59256793615034,1,1
EFNB1,1.12175086343065,0.785905150746287,1,2.09756209208172,0.107831540187603,0.754016818292251,1.16113108971482,0.736765779522726,1
GLG1,-4.154223579247,9.79181752727235e-05,0.00360137288760414,-0.993709094725998,0.961093541170564,1,2.87378250425948,0.0121676449276774,0.376469442855106
DLL3,-0.848927403788011,1,1,-1.08536512674473,0.8332799143969,1,-0.320143264016409,1,1
NAT14,1.31504430839817,0.565485035132379,1,1.4177578995051,0.468784378541367,1,0.26023195362946,1,1
AASDH,-3.33079846102908,0.00259791823582225,0.0354403282243169,-3.79627958710194,0.000440651511985437,0.058516960963305,-0.789479000316429,1,1
DLD,-0.532941768474466,1,1,0.848751235980247,1,1,1.35270078378986,0.528453719865534,1
ABCC6,-2.5633680425849,0.0310986292049986,0.187340838960341,-1.28928048134343,0.591901782491409,1,1.03310437132858,0.904665173689078,1
CMTM6,1.06528741985818,0.86023765168201,1,-0.243958308397478,1,1,-1.23301256412209,0.652713229983017,1
APOH,-0.00811462368130595,1,1,-0.592299553159834,1,1,-0.60427518291865,1,1
SPAG7,1.65666843951534,0.292759581411342,0.797813548554086,-0.481712217547166,1,1,-1.97855853683113,0.143597195544298,1
RGS17,-0.461702255225444,1,1,-0.964456696516176,1,1,-0.559277360707349,1,1
CCDC80,-0.453649351188074,1,1,-0.595154806549395,1,1,-0.188322460627186,1,1
HAUS4,0.686479299552073,1,1,-1.03741400056497,0.898628868646181,1,-1.68630654117072,0.275210315425242,1
CEBPE,0.281066312495063,1,1,0.391724277492081,1,1,0.131507436015198,1,1
OSGEP,-1.27559033677682,0.60630111540546,1,0.656091179232575,1,1,1.82456369286542,0.204200689640864,1
TGM1,3.49354128688146,0.00142997781603512,0.0236845994563168,2.31832905069946,0.0612943342045379,0.582878820705511,-0.833356532971176,1,1
