,Carnivore...Herbivore.Rho,Carnivore...Herbivore.P,Carnivore...Herbivore.p.adj,Carnivore...Omnivore.Rho,Carnivore...Omnivore.P,Carnivore...Omnivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj
TMEM132A,0.956220378916377,1,1,1.38398503927349,0.499089107247181,1,0.562481907628884,1,1
DVL2,1.01953033357368,0.923853779799066,1,-1.61344256708061,0.319945174369554,1,-2.74213965662118,0.0183121148715492,0.294032962236214
RPAP3,-0.391617862198958,1,1,-0.959293642088787,1,1,-0.639168025879848,1,1
HOXA11,1.4448162098348,0.445528550123758,1,0.406657309811581,1,1,-0.952165415895054,1,1
TRAPPC6A,-1.07199483039234,0.851167062330866,1,-0.0298276849232818,1,1,1.00531986225307,0.944228561942436,1
SPATA20,-0.897788326264869,1,1,-1.0310288970406,0.907581806719199,1,-0.20778762741085,1,1
CD79B,-1.47955560366029,0.416975645980281,1,-0.724100731681921,1,1,0.713274947300416,1,1
RHBDD2,-2.43193474606151,0.0450552382458522,0.253258398790497,0.882590596113286,1,1,3.37400231301887,0.00222251235662485,0.098452136002539
RPUSD1,-0.709459951263671,1,1,1.27002697406105,0.612225065839679,1,2.13169967465348,0.0990946307770386,0.68327456448885
TSR3,-2.58287203501648,0.0293944972844177,0.195403047772346,-1.32232839049638,0.558176468595581,1,1.23913823340733,0.645882930046664,1
NDUFAB1,-1.96509431034512,0.148209969063153,0.541303683324752,-0.474723326731788,1,1,1.46136565403408,0.431745363212905,1
YBX2,2.6164393979163,0.0266556405704098,0.183121686502261,1.56713235659422,0.351251272445715,1,-0.820318937550439,1,1
ITGA3,2.23210879522854,0.0768233198441561,0.359222986864348,2.8411171857205,0.0134867368482251,0.208301331115172,0.840899189259132,1,1
KRT33A,-2.04534177914926,0.122463523477567,0.4801530618544,-0.128224689260468,1,1,2.08303739770306,0.111743444542674,0.72423802746757
LRRC23,-0.329407507657183,1,1,-1.66874640320876,0.285502945946351,1,-1.47068887276294,0.424125830409014,1
TFAP2D,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRY1,-0.61067684807986,1,1,-0.567814442742515,1,1,0.00549991435290447,1,1
PGLYRP1,-1.6425823199217,0.301408143772347,0.838163903607249,0.532003453013635,1,1,2.29103514181637,0.0658841437703737,0.56376398686515
STARD3NL,1.62970414391091,0.309492123429641,0.852111873521999,1.06831011981738,0.856141935314496,1,-0.483378318894929,1,1
CD74,0.957686899790865,1,1,1.36203495778422,0.519560559222191,1,0.490847418188505,1,1
RPS20,1.16310318833802,0.734362916056446,1,0.0302548011202305,1,1,-0.984367171165257,0.974805040148574,1
MGST1,-3.48110445322921,0.00149805215115862,0.027197404797866,-0.770709627826112,1,1,2.65117746347125,0.0240635050464793,0.341742788998153
CPA1,-3.33830260084341,0.00252875695503936,0.039016222278524,-0.789010469995524,1,1,2.5194121074595,0.0352652952345081,0.407766871728541
SYPL1,-0.743341269528581,1,1,1.74954962053281,0.240588178274792,0.948252538656258,2.59293716447162,0.0285480464864929,0.366723687199408
RANBP9,-1.02494248979297,0.916170973180984,1,-0.0162259541648896,1,1,0.999914129562188,0.952056197733738,1
CD4,0.0712965673513086,1,1,-0.862042338033169,1,1,-1.0128746368326,0.93336013355627,1
PLEKHG6,1.98156705712797,0.142583151784704,0.529025118088869,0.973623560893511,0.990730450315102,1,-0.920575598367132,1,1
QPCTL,-2.24622163596422,0.0740694451824744,0.351636425894767,-0.985571527490134,0.973030247002597,1,1.23362761965501,0.652025088623756,1
PPP5C,-1.81852211370391,0.206953109890772,0.665836942483421,0.199712914749654,1,1,2.00716443475935,0.134196471507345,0.791716948542744
UBR7,2.23328930157259,0.0765896177090505,0.358837292390565,0.293022395858608,1,1,-1.9784198628744,0.143644082369534,0.813050283001369
MAP4K5,-1.39445844203288,0.489537631826285,1,-1.42699784665599,0.460741545939061,1,-0.156542589883789,1,1
ERCC1,NA,NA,NA,NA,NA,NA,NA,NA,NA
GPRC5A,-3.19873803200091,0.00414091597929424,0.0541423861739108,0.762160154528318,1,1,4.04692544032697,0.000155684285768455,0.0259995135211841
HEBP1,0.0743954187311772,1,1,-0.0725674955455441,1,1,-0.152883244654902,1,1
COX15,-0.179337328600064,1,1,0.465183393718728,1,1,0.686615209200335,1,1
MS4A12,-0.677391870195422,1,1,1.01086420798277,0.936244280396152,1,1.99224429807602,0.139032780041301,0.80536392513985
XYLT2,0.639212093343264,1,1,2.10138221179292,0.10682228450637,0.618538147004644,1.63593924739089,0.305556908636816,1
FTSJ1,-4.49185999351924,2.1181150160814e-05,0.00148436312598938,-3.22868982401845,0.00373076087136312,0.099779910955088,1.06042270218399,0.866857015765469,1
SCTR,0.557077090836336,1,1,-0.456487751456076,1,1,-1.05307928467068,0.876913968430328,1
RALBP1,-4.27160540990959,5.82212261630009e-05,0.0030317490582171,-2.95857760741717,0.00927187226142403,0.168545779763123,1.09844236588797,0.816034113986526,1
SYT13,-0.2393366138118,1,1,1.21750582830564,0.670235460805631,1,1.58168469814102,0.341164702907354,1
SNAI2,0.0648054825121306,1,1,0.825178829355659,1,1,0.849760099955912,1,1
SLC7A9,-3.96462479258852,0.000220534446552634,0.00759616547678683,-1.88716719691958,0.177413522608618,0.810192021486434,1.95934569675527,0.150216946646416,0.833444392566739
RTF2,-0.889750043301854,1,1,0.0132154185798645,1,1,0.910335944380078,1,1
RB1CC1,0.0876229610385639,1,1,1.85539700667238,0.190618663604807,0.842684987374179,1.90764098825051,0.16931290101271,0.887316877267905
AKAP11,1.56981916329102,0.349371564047769,0.913764448207951,-0.435047838330745,1,1,-2.05880555375786,0.118538608305774,0.748830458619079
B4GALT7,-0.708636262224075,1,1,0.617398629518487,1,1,1.43258389986913,0.455930356602876,1
FAM13B,-3.35802744464959,0.00235502455848292,0.0372338404449053,-1.93892295219925,0.15753216205118,0.764604782962179,1.27411862530955,0.607864135652859,1
CHPF2,0.888378765248665,1,1,1.15606272804711,0.742966500219643,1,0.349228421511853,1,1
GABARAPL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYOC,2.28585529654229,0.066788176330055,0.329481013296656,1.96913623344966,0.146812347039955,0.732937672622572,-0.158320369736866,1,1
FAM136A,-1.32072193732002,0.559782289976759,1,-0.582852276454685,1,1,0.64068760354864,1,1
NSMAF,1.38840156950071,0.495044396182336,1,3.41437867708877,0.00191782972319572,0.0701504691677224,2.27357853577876,0.0689740176345986,0.573076644025526
OTC,-1.25463910864428,0.628829398691743,1,0.733121227376507,1,1,2.0562723920864,0.119268803554258,0.75070140979689
TTC17,-0.212673888475672,1,1,-0.155738268244786,1,1,0.0428778000959016,1,1
HOXC8,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRI1,-1.94495206092713,0.15534224495625,0.55660685479581,-1.17885955499539,0.715362315154309,1,0.708086407223313,1,1
TARBP1,-0.895606748806141,1,1,-0.21225412859861,1,1,0.66502715389918,1,1
RTN4R,-0.695834195123088,1,1,1.37794254549674,0.504663083237966,1,2.14723995560098,0.0953225498807779,0.672414054826917
PSMA4,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZPBP,-0.299074389035245,1,1,1.30670379342363,0.573939989553771,1,1.67691509481581,0.280677257882071,1
LCP2,0.309808626383678,1,1,1.00398378863791,0.946159282861375,1,0.774139593607562,1,1
DCN,1.42070912883018,0.466204012606398,1,-0.849027875091329,1,1,-2.36752571128085,0.0537224271762296,0.513673120226606
TNFRSF17,-0.236504919354339,1,1,-0.0670472894461417,1,1,0.170051973340076,1,1
MRPS10,-2.78208459033147,0.0162032881190733,0.131636355320554,-0.855274238943385,1,1,1.78182100641614,0.22433527657767,1
GRN,-3.25653995245211,0.00338337173044409,0.0472443443589106,-2.49039513065874,0.0382803438696165,0.356997908068522,0.543583930133571,1,1
THAP3,0.217579863961857,1,1,0.414202307940901,1,1,0.232290034805992,1,1
VAMP3,0.56816243610544,1,1,2.00682924490232,0.134303543335602,0.699357722015285,1.58090428021534,0.341699776568441,1
RCN1,-0.90542961413161,1,1,0.358253731068101,1,1,1.30437718635838,0.576315029176626,1
RFC2,-2.08508132893801,0.111185756294387,0.450948503475991,-1.21848872489362,0.669114920586204,1,0.750219278954529,1,1
PPP1R3F,-0.383080930522349,1,1,-0.55478035207696,1,1,-0.203599208088535,1,1
NFE2L3,-2.63142162300534,0.0255085430937313,0.177025275694905,-3.06126125964639,0.00661220050535814,0.137918179386448,-0.673363442318289,1,1
CBLN4,1.96635352076071,0.147773365319616,0.541099451252833,0.938248574029828,1,1,-0.891807844755695,1,1
CLDN11,0.318927270659382,1,1,0.768556958492204,1,1,0.544495136450098,1,1
FAM168A,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELT,-0.691616881639657,1,1,-0.585398256641496,1,1,0.0665225876358567,1,1
PKP2,0.927708620372547,1,1,0.705363832321533,1,1,-0.169851696509261,1,1
YIPF1,-1.0514604972029,0.879141429444976,1,-1.37394496337801,0.508376307717653,1,-0.393963310459829,1,1
ADCK2,-2.63954815117052,0.0249049887565865,0.174125928383463,-0.796757405195248,1,1,1.76217817160495,0.234117596808042,1
INPP4A,-0.526919216115993,1,1,1.4340416770056,0.454681109539046,1,2.08235580373528,0.111929946654167,0.72423802746757
SLC2A3,-0.668532613407149,1,1,0.397720283855799,1,1,1.09663888580115,0.81839784528925,1
STYK1,-1.62762602183634,0.310812624012879,0.854649234015613,1.01224428770752,0.934263796496194,1,2.74048605183831,0.0184045157510174,0.294493275537303
GNA11,NA,NA,NA,NA,NA,NA,NA,NA,NA
CREB3L3,-3.98333893058323,0.000203861200137587,0.00720565008401444,-1.73653742571139,0.247406558461004,0.962032820411507,1.77396910207482,0.228204783809748,1
HDAC7,-0.462897154936954,1,1,-0.695859276257416,1,1,-0.292331683385262,1,1
MRPS35,-3.32595772461366,0.00264345875912289,0.0398832505136478,-3.78762903975002,0.000456275099133479,0.0335429297142392,-0.710472959947521,1,1
APPBP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA11,1.30154107129323,0.579219947009135,1,1.27604300636811,0.605820950627719,1,0.0942191934151539,1,1
ISOC2,-1.37578867382392,0.506661207070161,1,-0.0381235816362492,1,1,1.34522552035017,0.535657251518655,1
CD22,-4.02766275931273,0.000169002205996352,0.00644539133869417,-2.27839109502256,0.0681098594648419,0.488728977222122,1.55016119222579,0.363308495403589,1
GSC2,-1.77816902762977,0.226128294453997,0.700960320778543,-0.674335365402768,1,1,1.06521175427122,0.86034034695146,1
KCNQ1,0.462719602531049,1,1,0.835805791668361,1,1,0.463283524835703,1,1
TRIB2,2.03035796776728,0.126960497599371,0.490855009666864,1.08796450331989,0.829832334815181,1,-0.770166072658528,1,1
OTUD5,-0.219584773407513,1,1,0.109078896914267,1,1,0.332237418360469,1,1
GPKOW,-1.28028199814901,0.60133792952323,1,-0.77990704586293,1,1,0.444361238319533,1,1
AQR,-0.0803188006911508,1,1,0.536721008800297,1,1,0.666559847899073,1,1
LMCD1,0.143628243310543,1,1,-0.136814320420596,1,1,-0.298557779139573,1,1
PSMC4,NA,NA,NA,NA,NA,NA,NA,NA,NA
FNDC8,-0.746129575937275,1,1,0.553851991376581,1,1,1.3220192321984,0.558485240423214,1
ACAP1,1.83467754708919,0.199660443058131,0.650653555963233,1.28750662494895,0.593753285931067,1,-0.471198748759105,1,1
DERL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOX3,-2.03752518511719,0.124792322241307,0.485728122671395,-1.12688326548541,0.779375518778053,1,0.828063572889141,1,1
ANO8,-3.18193226535039,0.0043888808588247,0.0559728271931366,0.259246780436124,1,1,3.4039271573528,0.00199273393727034,0.0933907214288853
ICAM3,-2.9859610863535,0.00848065839320905,0.0865226917245298,0.153479887730821,1,1,2.99620788256684,0.00820080024103647,0.203959205994733
CTTNBP2,0.8349147738186,1,1,-1.32450305948221,0.556008082933757,1,-2.30008640332058,0.0643299762884255,0.557340643788282
ACTL6B,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIF22,-1.0736052658254,0.848998909492567,1,-0.79900598184125,1,1,0.19720074703372,1,1
PRSS22,-1.26197160605217,0.620877010977329,1,-0.321814181511432,1,1,0.911149008978806,1,1
YTHDC2,2.55535342904517,0.031824007967638,0.204571216241178,3.52875748837517,0.0012525466533128,0.0553710276495645,1.29912524090145,0.58170285641755,1
TMEM161A,-3.80179719146682,0.000430950883392002,0.0116582403373214,-2.40744246793475,0.048194079446372,0.406734164016455,1.22231574071862,0.664764746903864,1
FOXJ2,0.513157408372882,1,1,0.214892801167027,1,1,-0.277895523897119,1,1
GOLGA5,-0.029264253041998,1,1,-0.24463153271472,1,1,-0.234705349197534,1,1
PPP2R5B,0.721127256448279,1,1,0.586346175636017,1,1,-0.0621826105769645,1,1
PYGM,2.08386797136156,0.111516535304755,0.451393651812525,3.06417007280881,0.00654824352385167,0.136965143831525,1.2006193971857,0.689696619734315,1
BCL3,-2.67311837873947,0.0225449178593764,0.162942714764852,-2.0973827750469,0.107879113931929,0.619955354839,0.339453458217763,1,1
PRLH,0.537127038682898,1,1,1.84635980065963,0.194519940136413,0.852737662153107,1.45004534322358,0.441137625516805,1
FSTL3,-0.697825607060444,1,1,-0.436709082140096,1,1,0.225582811307031,1,1
EPHA8,-0.156906611279329,1,1,0.561251686632115,1,1,0.756169318623855,1,1
TRIP13,0.668218557451509,1,1,1.71974814877817,0.256434694477848,0.981559753211916,1.20301960571199,0.686906201176806,1
VASH1,-0.477655751014643,1,1,0.98779119888945,0.969764756307299,1,1.54303575219078,0.368466304765789,1
KRT14,1.9335859941519,0.15949215199549,0.566804928137175,0.0489458396974792,1,1,-1.778663180335,0.225884997281588,1
KRT20,5.16015920802519,7.40219771419068e-07,0.000152069533040709,2.96488248958874,0.00908395703673806,0.166140152471942,-2.18378697150497,0.0869337161728002,0.642872259094421
HSD17B10,-1.47636510711849,0.419537713590436,1,-2.38247460760205,0.0515901537669871,0.420031235637082,-1.12543891309307,0.78120926796949,1
FGF4,-0.77937470908989,1,1,-0.542967142599588,1,1,0.222353103919108,1,1
ST6GAL1,-2.7498242379629,0.0178881715466684,0.139942049392481,-0.149333693249469,1,1,2.65073846690776,0.0240948020858049,0.341863525904272
TIMM21,-0.13693431678464,1,1,-0.365579626612797,1,1,-0.261735038646288,1,1
BPIFB2,-1.94790588556676,0.154278676316976,0.554196901630804,-1.18017559913166,0.7137911452914,1,0.690685073986735,1,1
REXO1,-0.521219902245924,1,1,2.84617662731961,0.0132742933568731,0.206909828343465,3.55077829404448,0.00115228146932597,0.0708726743462168
MKRN2,-3.48565124056876,0.00147282183994082,0.0269364745531616,0.856986464092224,1,1,4.41657682490512,3.00828814508136e-05,0.0116876026402542
GPATCH1,-0.152534142824296,1,1,-1.24766918922646,0.636456687062513,1,-1.19124845806275,0.700668183884612,1
KEAP1,-2.85985400356082,0.0127150824089996,0.112301584739557,-0.877532219715187,1,1,1.95309658370692,0.152424455142639,0.840407924181673
P2RY10,-0.133856750971981,1,1,1.25374707255097,0.629801857186714,1,1.55128353665988,0.362501251300086,1
TNS1,0.82452427185283,1,1,-0.912581755186347,1,1,-1.82597560895707,0.203561807833967,0.963780290252631
NGFR,-0.195756952058805,1,1,-0.36257299907904,1,1,-0.199322590668788,1,1
NTN1,0.814184123636683,1,1,0,1,1,-0.814184123636683,1,1
ISOC1,-1.61743861415601,0.317350908700398,0.864413291671635,-1.28407234587557,0.59734992919413,1,0.227094675624777,1,1
MNT,0.0460755764850356,1,1,1.00622951223301,0.942915536221216,1,1.05790953410279,0.870290064382931,1
AP3M2,-1.65176461436875,0.295747634575351,0.827805858372054,-1.15826493726096,0.74026780614121,1,0.37843053635191,1,1
LAPTM4A,1.00416474964109,0.945897629671776,1,1.12664585562156,0.779676729405814,1,0.237844730278187,1,1
PTPN18,-0.0933042077301131,1,1,1.43456490233117,0.454233366189029,1,1.69707711761677,0.269046245106387,1
STK10,-3.29857941545484,0.00291526164692262,0.0424880261602512,-0.424046069219779,1,1,2.80058029116429,0.0153032447619304,0.266244503126068
TBX21,-1.16308348422022,0.73438689690467,1,-0.0125259547309958,1,1,1.16780799079998,0.728652672436249,1
MRPS34,-1.01001560473888,0.937463441510311,1,0.660253303846456,1,1,1.76374375387915,0.233325393098944,1
MAP2K5,0.586307287497138,1,1,0.387309174043772,1,1,-0.158997094570256,1,1
TIGAR,-4.09955629690424,0.000124182891790207,0.00513049814924995,-0.464734818921026,1,1,3.65963622376741,0.000757720642678235,0.0571031983831432
FGF20,-1.37775648035998,0.504835460094647,1,-1.36106229046509,0.520482015890458,1,-0.112765775435445,1,1
MTMR7,0.809807206449445,1,1,2.67983958995518,0.0220972344449658,0.27207900243937,2.04878793759993,0.121448567372145,0.757243332644362
CPB2,-0.069492664830119,1,1,-0.490652211058654,1,1,-0.46113577087592,1,1
FAM107B,-2.34643726953215,0.0568615693726097,0.296816204622704,-1.22422334572293,0.662603953751652,1,1.00840531965313,0.939779760526584,1
CDK13,-0.156908511842033,1,1,-0.502446059815529,1,1,-0.386209836047908,1,1
TSPAN32,-0.693230972528292,1,1,-0.887521340388742,1,1,-0.242079361642425,1,1
TRAM2,-2.24042410052659,0.0751902093448889,0.354934708701699,-3.12789916815104,0.00528181709425603,0.121841309797651,-1.1040075526484,0.808769584365441,1
CLDN18,-1.24699385992278,0.637199246865148,1,2.44155071301966,0.0438730025108738,0.385902298331715,3.82704065525345,0.000389079302211131,0.0424309791286018
NDUFB4,-4.17630225251906,8.8885823140625e-05,0.00411426138777763,-2.52235783356985,0.0349713178098532,0.340637582173346,1.47182337624334,0.423205738028559,1
HEATR6,-3.05355239888724,0.00678447671178077,0.0749240038634582,-3.13699231002018,0.00512071812223309,0.121416469779871,-0.289477804509405,1,1
ERLEC1,-2.44439274574825,0.0435288647663418,0.248339748519637,-1.16344318147766,0.733949214793511,1,1.23200853112898,0.653837692001205,1
TMEM131,0.019412569283344,1,1,0.823384263198349,1,1,0.894815039656074,1,1
TMEM38A,-1.86358614372972,0.187139534966217,0.625694319745508,0.520692674164345,1,1,2.3827408302222,0.0515528630636487,0.500737232749701
ACTR6,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAP,1.07960023286775,0.840960713128286,1,-0.146081868154416,1,1,-1.27593053938257,0.605940222977386,1
DMRT3,1.25763875444182,0.62556729314796,1,1.48184785208611,0.415142349732582,1,0.346537189552294,1,1
GAL3ST2,-0.360089967280517,1,1,1.9196736520566,0.164697403056384,0.782337606678681,2.55770991214311,0.0316091836215384,0.384653466178962
UHRF1BP1,-1.63894184762633,0.303676113838308,0.842483425170906,-1.44730629630285,0.443433469408717,1,0.0753615399391153,1,1
OSTM1,-1.08759094538489,0.830327189352133,1,2.15793767661716,0.0927980330596191,0.576891532366917,3.48159641512292,0.0014953029183692,0.0821430691090946
SLC13A1,-1.17295291650944,0.722444062236466,1,-0.0375591970656809,1,1,1.15273566419229,0.747056694733019,1
HSPB11,-1.56410921050944,0.353375769956208,0.920864712777282,-0.974002410369571,0.990166027278281,1,0.531971020810988,1,1
STRADB,-1.78567557213346,0.222455408405467,0.695129288074992,-2.24180074591498,0.0749227590467563,0.512078303909534,-0.598794799049044,1,1
DLG3,2.09403239636974,0.108771283342294,0.444601508935508,1.42817811841813,0.459721791358357,1,-0.605354618538994,1,1
PLOD1,0.570107195487323,1,1,0.330301580176914,1,1,-0.220934577890816,1,1
OXCT1,-2.4489482313778,0.0429822116600255,0.24688020998292,-0.190732185780004,1,1,2.20877391702472,0.0815711103652242,0.621638922842363
FAM234B,-0.563816588098438,1,1,-0.590452220241248,1,1,-0.0644241872665095,1,1
RRN3,-2.16185740850935,0.0918875064529454,0.402346550153233,-3.31512695191896,0.00274804540914531,0.0836200576408295,-1.35226887680071,0.528867950785727,1
MOGAT2,-1.63906538682853,0.303598928228292,0.842483425170906,1.33907770038327,0.54163613754554,1,3.10234149350589,0.00575989007400966,0.173126922700523
CHERP,-2.22527000000988,0.0781893543613178,0.363159050518095,-0.493382552242342,1,1,1.75684192128813,0.236834272170339,1
AQP2,-1.00627988737199,0.942842857804814,1,0.692158805806837,1,1,1.71622466804933,0.258362789808253,1
DIMT1,-0.311175945253391,1,1,2.49834981165217,0.0374319003395353,0.353950951697358,3.05002280338138,0.00686471975151395,0.185830689735478
EIF2AK1,-0.27345756933334,1,1,0.609313672487904,1,1,0.920825449512502,1,1
NME8,-4.31263554675292,4.8395975860642e-05,0.00267798163368488,-3.66069874266025,0.0007545850876569,0.0442051271859005,0.327648506688701,1,1
EPDR1,-0.242021350978742,1,1,0.535867314257655,1,1,0.822132004401119,1,1
HBQ1,-0.777056812178237,1,1,1.53189104328015,0.376647972360485,1,2.43068429107096,0.0452110192225154,0.468576126662103
RBM22,NA,NA,NA,NA,NA,NA,NA,NA,NA
HSD17B2,-4.44753217992841,2.60587348256041e-05,0.00168449502663614,-2.13543273969078,0.0981770363252076,0.589355016491226,2.15547190450897,0.093374774669742,0.665245366138774
ZW10,0.764913189606503,1,1,1.60743886612387,0.32387438985367,1,0.954145309847119,1,1
ITGB4,3.71705976763988,0.000604664324356591,0.0145556193778103,3.58941505996623,0.00099426238800275,0.0495531573568493,0.21059444209306,1,1
TRIP6,-0.593807745020739,1,1,0.561781429575951,1,1,1.22813576029883,0.658188026517605,1
ADAM11,-0.00925097359228081,1,1,1.50387162138348,0.397843275942151,1,1.64227612063262,0.301598380690364,1
SLC22A4,-2.77272937475992,0.0166764984330227,0.134134899013017,1.02546336759907,0.915433805126628,1,3.90033950416596,0.000288173665736809,0.0375803518700428
TFAP2C,0.562807810968407,1,1,-0.983070375729536,0.97671840958927,1,-1.6499907291221,0.296834496759174,1
SULT2B1,-2.75775024161016,0.0174601941763318,0.137816069506551,0.680604514943959,1,1,3.36338848050669,0.002309758080815,0.0997197946559235
EPS8L1,0.697495848947724,1,1,3.39160668562809,0.0020845231816622,0.0733840238389391,3.07701947478692,0.00627244921312229,0.178497003508909
REM1,0.93539621594883,1,1,-1.21400466103163,0.674237832834101,1,-2.23427762343196,0.0763944351671457,0.601726546324414
PDRG1,-0.57036187990257,1,1,-0.269383606884356,1,1,0.275580703401619,1,1
PPP1R13B,2.19531932261232,0.0844220993591084,0.381463761400587,2.90949027074891,0.0108605596354868,0.187319475720332,0.914656528751038,1,1
TGM6,-0.966891385730491,1,1,-0.499213400342674,1,1,0.4524709261238,1,1
RALGAPA2,-0.778812006611923,1,1,1.10481230455637,0.807722783143652,1,1.95801451721404,0.150684927772388,0.835423978485216
RPL6,-1.43962388065672,0.449921518640091,1,-1.21180852951996,0.676757047556951,1,0.0866570467567084,1,1
ESF1,-0.527966791104321,1,1,-1.35408697457203,0.527125893827159,1,-0.963785854453939,1,1
SLC8B1,-0.812648167380807,1,1,0.617209431486544,1,1,1.49114102641816,0.407773418956038,1
SIRT4,-0.769959441260234,1,1,0.585561418186306,1,1,1.37605546912487,0.506413382314355,1
TRMT6,-1.95226540171134,0.152720108673867,0.550960661482313,-3.00511508808616,0.00796441128732956,0.153327697145162,-1.25575081940047,0.627618983036372,1
HAUS5,-2.85686870520511,0.0128352832182906,0.113030383103173,-2.13639293672383,0.0979421978935534,0.588990164904001,0.535493707534346,1,1
UQCRC1,-1.36493628963718,0.51681922538042,1,-1.54253930613728,0.368827782010994,1,-0.279750025344588,1,1
GMIP,-2.72362404585652,0.0193709887121844,0.147540232461467,-1.25945037375354,0.623603113063066,1,1.36901752452706,0.512981391098834,1
LAG3,-1.83472114293705,0.199641053745747,0.650653555963233,-0.364927089716887,1,1,1.43138957458527,0.456955783899605,1
OTUB2,0.783560587402695,1,1,0.903273887964682,1,1,0.199384093223464,1,1
TFAP4,-0.691479453186135,1,1,-0.694882058431166,1,1,-0.0977731831597776,1,1
PDCD7,-1.14313859951799,0.758943150900238,1,0.446425082569435,1,1,1.62555830855765,0.31213095099329,1
SPG21,-0.678830939172433,1,1,-0.429564255670824,1,1,0.215343428182852,1,1
CHRD,-3.93254246812077,0.000252156373457509,0.00822084594074406,-4.2963179778787,5.2097530651296e-05,0.0111922414384897,-0.75083770013744,1,1
GNPTG,-1.61620546007139,0.318149696039132,0.865775901197397,-1.28667085543942,0.594627106548466,1,0.244015699513273,1,1
EFNB1,0.596236416016778,1,1,2.20478041259597,0.0824085215477344,0.536247640046035,1.80100472981609,0.215106403403338,0.985429576676599
GLG1,-3.85065681709806,0.000353404418683899,0.010271329587214,-1.4134207341252,0.472596158124886,1,2.38859765322642,0.0507384388624668,0.496919397455761
DLL3,-0.942370606037714,1,1,-0.964327665436373,1,1,-0.105555620105834,1,1
NAT14,0.632332409817525,1,1,1.49118525788486,0.407738589146017,1,1.02777038398,0.912173551725199,1
AASDH,-2.75083606746285,0.0178330148260532,0.139656252400167,-4.11011025585584,0.000118641073238762,0.0176164373798189,-1.71951817412957,0.256560183830393,1
DLD,0.200680500165214,1,1,1.32549216549884,0.5550238986577,1,1.22514073398212,0.661566599576304,1
ABCC6,-3.70333264415434,0.00063835672085088,0.0151239111257514,-1.23474981094542,0.65077089434918,1,2.25883762343802,0.0716804617263818,0.58678596316078
CMTM6,0.134474566560779,1,1,-0.232363367051501,1,1,-0.386725844315721,1,1
APOH,0.0870385582606816,1,1,-0.0428985802447782,1,1,-0.135378286767418,1,1
SPAG7,1.15197196486845,0.74799778159509,1,-0.930347551022528,1,1,-2.08997811862799,0.109859296025843,0.721207404922556
