,Carnivore...Herbivore.Rho,Carnivore...Herbivore.P,Carnivore...Herbivore.p.adj,Carnivore...Omnivore.Rho,Carnivore...Omnivore.P,Carnivore...Omnivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj
RALBP1,-3.9668364686756,0.000218498786456793,0.00608094596857285,-2.54809339182389,0.0324940410532881,0.269879223609522,1.10448706533832,0.808145734189249,1
SYT13,-0.877063130827764,1,1,0.846768195406144,1,1,1.66743094644983,0.28628623389625,1
SNAI2,0.306643516249733,1,1,0.516697753545263,1,1,0.265467143614095,1,1
SLC7A9,-4.38570787467634,3.46827571203662e-05,0.00174708608534325,-1.89627430882901,0.173771344877563,0.696745174791649,2.17530293384084,0.0888222684783541,0.762660296161868
RTF2,-0.37678562925475,1,1,0.260918997952895,1,1,0.61083665650869,1,1
RB1CC1,-0.186806896878361,1,1,1.4056929765202,0.479445940337319,1,1.57449383873477,0.346119974459946,1
AKAP11,1.93650200437899,0.158418741895372,0.544220056267983,0.597814710337986,1,1,-1.17707338688512,0.71749864875486,1
B4GALT7,-0.761158067827584,1,1,-0.0541426727314401,1,1,0.670452368154472,1,1
FAM13B,-4.62932320158525,1.10058838123806e-05,0.0007808493717028,-2.66265856005416,0.0232578104641888,0.220995205802062,1.58082267590377,0.341755764623572,1
CHPF2,0.0030464533519741,1,1,0.0632982404882321,1,1,0.0609579227237747,1,1
GABARAPL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYOC,2.87378710046579,0.0121674678678087,0.103242433699228,1.89879129411543,0.172775766944675,0.694712051053271,-0.728493427007286,1,1
FAM136A,-1.65868465781594,0.291538057617824,0.793823986796498,-1.17539553279034,0.719509529647602,1,0.260380472283321,1,1
NSMAF,0.789836110053857,1,1,3.04038621516521,0.00708824851500251,0.106255784103619,2.3037847818758,0.0637041834269894,0.678565179086705
OTC,-1.45747184237796,0.43495853532653,1,-0.140529233937256,1,1,1.19820853945701,0.692507525299842,1
TTC17,-0.304168904791171,1,1,-0.410064565099993,1,1,-0.135893950797889,1,1
HOXC8,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRI1,-1.30147924884648,0.579283388818783,1,-0.673094188534039,1,1,0.546101549318179,1,1
TARBP1,-2.01799898421232,0.130774101351298,0.482956554159533,-1.45280751691554,0.438831612916016,1,0.416081121847852,1,1
RTN4R,0.121620838995512,1,1,1.91110180190536,0.167974498944498,0.684211071307403,1.762919243416,0.233742332896464,1
PSMA4,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZPBP,0.155369289569155,1,1,1.29342060683618,0.587596880382962,1,1.13343186768842,0.771098813370901,1
LCP2,-0.258128263048002,1,1,0.57952101503276,1,1,0.815453728958389,1,1
DCN,1.32090779845595,0.559596327522722,1,-1.50770806478955,0.394887781595135,1,-2.74356791423737,0.0182326425681152,0.377764825634457
TNFRSF17,0.299819142447329,1,1,-0.218511659510023,1,1,-0.494985653486726,1,1
MRPS10,-2.72097753659838,0.0195267553222292,0.142692614327625,-0.855063075487969,1,1,1.53148048968859,0.376952054169605,1
GRN,-3.19054816199591,0.00426009511571209,0.0502230666182576,-2.62438254487812,0.026041868064767,0.233974262898192,0.301642431629361,1,1
THAP3,0.132706111079832,1,1,0.0602192717231296,1,1,-0.0629227394691814,1,1
VAMP3,0.765623780611024,1,1,1.65238654495407,0.295367329944847,0.939505596743112,0.959853778355851,1,1
RCN1,-1.12425249833037,0.782717771282426,1,-0.216189840256238,1,1,0.827652399113029,1,1
RFC2,-2.32199847491287,0.0606990532475958,0.299133627747346,-1.13520828892117,0.768864172008939,1,0.962855428714018,1,1
PPP1R3F,-0.220197744750157,1,1,-0.871379442765476,1,1,-0.650385385820722,1,1
NFE2L3,-2.94182105986215,0.00978865232023025,0.0882614044530546,-3.03774923358526,0.00715056632169725,0.106558836793561,-0.32155240736631,1,1
CBLN4,2.38207559679929,0.0516460888690445,0.269501275893992,0.659026813600301,1,1,-1.41045354337654,0.475217414375787,1
CLDN11,-0.228091054939604,1,1,-0.184553392095235,1,1,0.018160915326555,1,1
FAM168A,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELT,-0.691297829478215,1,1,-0.925691485645849,1,1,-0.285862452161031,1,1
PKP2,0.976396454427836,0.986604113536167,1,0.384931880708401,1,1,-0.512260960281507,1,1
YIPF1,-1.23266524035533,0.653102056180072,1,-1.45177884581393,0.439689323131461,1,-0.277942198898588,1,1
ADCK2,-1.92967195329202,0.160942491603853,0.550115215892216,-0.222595832699976,1,1,1.53599925139602,0.373615691844837,1
INPP4A,-0.267443172700581,1,1,1.21113878866651,0.677526652700777,1,1.47101905785439,0.423857888921077,1
SLC2A3,-0.887705171366288,1,1,-0.174875375020189,1,1,0.619788872996527,1,1
STYK1,-1.40018371867756,0.484374930235322,1,0.984438248582076,0.974700238840948,1,2.29162871444514,0.0657812312226638,0.686030619112125
GNA11,NA,NA,NA,NA,NA,NA,NA,NA,NA
CREB3L3,-3.04218867420089,0.00704593889283225,0.0700514661503164,-0.924827212123746,1,1,1.61385268179535,0.319678153042464,1
HDAC7,0.295695685862444,1,1,-0.421065580636656,1,1,-0.694198298492014,1,1
MRPS35,-3.40262677285083,0.0020022415222742,0.0296890215516383,-4.01154043010807,0.000180971530601341,0.0116873579933652,-0.864219482425479,1,1
APPBP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA11,1.50376539698184,0.397925351456924,0.969754541399296,1.16210066068088,0.735583737322661,1,-0.167496165215564,1,1
ISOC2,-1.67649128438758,0.280926005900175,0.777394946193636,-0.408761821678842,1,1,1.115410018016,0.794024275516285,1
CD22,-4.14202453164875,0.000103276053265381,0.00367225345163868,-2.63035773861301,0.0255885180044257,0.231830745853046,1.12028151773753,0.787781446528004,1
GSC2,-1.70905017697923,0.262324966087044,0.743256159873527,-1.13943279611648,0.763568050510629,1,0.407630547263747,1,1
KCNQ1,0.511111338758496,1,1,0.487264985814718,1,1,0.0301021317100299,1,1
TRIB2,1.88296013557823,0.179117311773993,0.589849818158331,0.234745663835538,1,1,-1.37609855110122,0.506373372223461,1
OTUD5,0.25087882467996,1,1,-0.157826603166149,1,1,-0.381285289087412,1,1
GPKOW,-1.66787830602591,0.28601966101904,0.784982892738965,-0.812356731400986,1,1,0.721969396120524,1,1
AQR,-0.0547410989201025,1,1,-0.16230176530858,1,1,-0.112442700925655,1,1
LMCD1,0.173361500834555,1,1,-0.0932359915917505,1,1,-0.255918465706491,1,1
PSMC4,NA,NA,NA,NA,NA,NA,NA,NA,NA
FNDC8,-1.15350337894449,0.746111494420118,1,-0.42248667514362,1,1,0.649787240532521,1,1
ACAP1,2.30363184848739,0.0637299553951608,0.308879758156405,1.65014350034176,0.296740768315697,0.941496218934875,-0.484063311450743,1,1
DERL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOX3,-2.33905519199793,0.0579977317914487,0.290219113520653,-1.43935257896732,0.450151958335742,1,0.718077156688517,1,1
ANO8,-3.13333110576428,0.00518503060874879,0.0572360719937267,0.0685513519097928,1,1,2.92319318840791,0.010393844460716,0.294593179121336
ICAM3,-2.41713726153072,0.0469293507731445,0.253284410315629,0.191294146135216,1,1,2.29437385997307,0.0653070999691253,0.6833840177996
CTTNBP2,0.398371226813038,1,1,-1.60235150009897,0.327233709868939,0.991338363115265,-1.98591470177882,0.141128387988254,0.927454480696446
ACTL6B,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIF22,-1.27615645399586,0.605700655637673,1,-1.66774069068276,0.286101642149201,0.922025215024501,-0.531407542658152,1,1
PRSS22,-0.770204675793601,1,1,0.137292488820542,1,1,0.836972419163264,1,1
YTHDC2,1.75666837885482,0.236923051047498,0.697765934015132,3.49935544806909,0.00139915321955283,0.0406615451036199,1.95249609771355,0.152638001410493,0.956312317500046
TMEM161A,-1.92009903579414,0.164536173229558,0.558444151420093,-1.27988744916231,0.601754166934232,1,0.496060165964941,1,1
FOXJ2,-0.629499080999439,1,1,-0.580267381643786,1,1,-0.0118861597053291,1,1
GOLGA5,0.594217764930641,1,1,-0.313014400184864,1,1,-0.858027501437346,1,1
PPP2R5B,0.643726090487306,1,1,-0.0764966844696085,1,1,-0.633695831688934,1,1
PYGM,2.36703750975791,0.0537933461596871,0.276881828053539,3.65961056054415,0.000757796527257697,0.0274624007671902,1.49578067563732,0.404132456175174,1
BCL3,-2.18335955551876,0.0870280257373882,0.376946840052568,-1.92247936899923,0.16363640137992,0.675095085354452,0.0410191318565518,1,1
PRLH,1.43438817028021,0.454384564791379,1,2.37603850750337,0.0524989093369764,0.354468911975157,1.03678591097655,0.899506929228084,1
FSTL3,-0.915598943493245,1,1,-1.19577518259348,0.695352909249756,1,-0.37406522660946,1,1
EPHA8,-0.705173686741624,1,1,0.254187762154725,1,1,0.893497433135155,1,1
TRIP13,0.733521099039063,1,1,1.60950279709439,0.322519331644495,0.983436670664166,0.932782159876881,1,1
VASH1,-0.327904719837362,1,1,0.736660951258554,1,1,1.03746417302246,0.898558752911639,1
KRT14,1.38036447770792,0.502423354838737,1,-0.29708751069556,1,1,-1.5204184445451,0.385217525146185,1
KRT20,5.6762457490519,4.13048830940197e-08,1.36337456490656e-05,3.20422523075612,0.00406279462973833,0.0759863272829278,-2.26753744420841,0.0700722425697141,0.707432409928165
HSD17B10,-1.71689968999606,0.257992504682222,0.735064617412846,-2.6991184558974,0.020857027541309,0.206682885379844,-1.17597403484395,0.71881575604766,1
FGF4,-1.14427754070186,0.75752566342241,1,-1.20039853938577,0.689953787614175,1,-0.125165168036921,1,1
ST6GAL1,-2.35669192543897,0.0553156101203217,0.281932377786948,0.249350511025809,1,1,2.45088079714286,0.0427521413491184,0.576590374328136
TIMM21,-0.200723533428322,1,1,-0.857463538988314,1,1,-0.688532596812763,1,1
BPIFB2,-1.30178571657184,0.578968943615073,1,-0.419439838220702,1,1,0.794197127968176,1,1
REXO1,0.223062209633561,1,1,3.71476360357128,0.000610181241056821,0.0243943357535732,3.54748571979173,0.00116678050523794,0.107895451061056
MKRN2,-3.97609350435136,0.000210169766754683,0.00588163984295698,0.566630947463063,1,1,4.22918763677901,7.03610022108811e-05,0.027680694386415
GPATCH1,-0.393713582745504,1,1,-1.93402745497303,0.15932925696477,0.66623788911223,-1.56204442157769,0.354832573431409,1
KEAP1,-3.16595964006073,0.00463716716775138,0.0531287871410605,-1.69439917111833,0.270568370796459,0.894012033958474,1.15917165087721,0.739158673530355,1
P2RY10,-0.8042907203302,1,1,0.0121361460434365,1,1,0.769018578145928,1,1
TNS1,1.29504913788667,0.58590983708198,1,-0.579938772557921,1,1,-1.78201313569198,0.224241269020693,1
NGFR,-0.0809852047380777,1,1,0.0378865439640028,1,1,0.11157671639919,1,1
NTN1,1.12050911662288,0.787490609546829,1,-0.122627203884916,1,1,-1.12937850048725,0.776214595137928,1
ISOC1,-1.51174930606194,0.391792950456692,0.960696911780224,-1.233928071824,0.651689124082788,1,0.112411504404316,1,1
MNT,-0.543353720528619,1,1,0.461081982281864,1,1,0.965521968527606,1,1
AP3M2,-1.61750867145707,0.317305576212957,0.837868577272446,-1.50730980083308,0.395193799724304,1,-0.112336011311194,1,1
LAPTM4A,0.94208232387885,1,1,0.662671721872589,1,1,-0.149895827432461,1,1
PTPN18,0.138974157115474,1,1,2.15124735784905,0.0943700426467593,0.497233333036195,2.1305103778011,0.0993884998562813,0.801912852934437
STK10,-3.11306009232652,0.00555474939345811,0.0594921139857824,-0.451210806045648,1,1,2.38746574195548,0.0508949514386656,0.622269017913523
TBX21,-1.13785758850751,0.765539859930614,1,0.28845890636057,1,1,1.34393515368545,0.536908071429453,1
MRPS34,-0.37584584278284,1,1,0.704197561290144,1,1,1.07992345505264,0.84052880276144,1
MAP2K5,-0.0149045257433686,1,1,-0.543348626330551,1,1,-0.528886715301286,1,1
TIGAR,-4.3393366114734,4.28740426261771e-05,0.00203746079297732,-0.388988361717176,1,1,3.58702752265117,0.00100340709681788,0.0997597897836303
FGF20,-1.27317973722514,0.608862807383383,1,-1.44616962868061,0.444388890093489,1,-0.325659109821893,1,1
MTMR7,0.344674257288729,1,1,2.5029841183385,0.0369453210408285,0.290487872824662,2.17749853718227,0.0883301725054415,0.760753103543713
CPB2,0.163449380755152,1,1,-0.301428837606187,1,1,-0.451824527416629,1,1
FAM107B,-2.52960002582771,0.0342577859023922,0.208163916589043,-1.4621303623888,0.431116469748465,1,0.848074342594481,1,1
CDK13,-0.180496274371872,1,1,-0.611627778238825,1,1,-0.451281528919887,1,1
TSPAN32,-1.11025211751995,0.800671200396375,1,-1.64680346998858,0.298795343725615,0.944967343351201,-0.577534116527346,1,1
TRAM2,-2.69399092768135,0.0211806259268532,0.151124466008784,-3.85540880743526,0.000346609182096524,0.0173442316551082,-1.40173704511157,0.482981351936704,1
CLDN18,-1.84712982675216,0.194184979777648,0.619516096347982,1.70379522577525,0.265258050695342,0.884115496715486,3.35822866903538,0.00235331073031524,0.145750949821819
NDUFB4,-4.63503820883892,1.07061466823791e-05,0.00076678335859769,-3.40590973109408,0.00197831937428475,0.0496972367381742,0.877965472600881,1,1
HEATR6,-3.09681035849094,0.00586844917864016,0.0617576629440181,-2.8071584509303,0.0149941951263111,0.168406754281889,0.0978542950043034,1,1
ERLEC1,-2.63732653100601,0.0250687056003327,0.169502585696746,-1.47261113379964,0.422567762761608,1,0.929177779161256,1,1
TMEM131,-1.17999538239341,0.714006154376121,1,-0.247707970250677,1,1,0.827682328706177,1,1
TMEM38A,-1.99037103632343,0.139650234120455,0.503433763842632,-0.0589124655442517,1,1,1.73156237844142,0.250054528560759,1
ACTR6,1.21127502762552,0.677370048713513,1,-0.485830375984344,1,1,-1.61539468467283,0.318675751746742,1
FAP,1.42412422345664,0.463231546239684,1,-0.0228057027293258,1,1,-1.37075906581376,0.511350225918074,1
DMRT3,1.8171723663972,0.207572174405011,0.644919082380029,2.02291197413618,0.12924667137876,0.594755084615049,0.385849178300888,1,1
GAL3ST2,-0.44072928974035,1,1,1.9136847561255,0.166981343971519,0.681637512181954,2.37598309108547,0.0525067945022392,0.632257114356844
UHRF1BP1,-2.83353021144452,0.013811086824107,0.112030673154002,-2.45193526139835,0.0426270669682412,0.314448023501996,0.140654870768446,1,1
OSTM1,-1.10358523858271,0.809319292220727,1,1.60799488908615,0.323508894425886,0.984767280759022,2.6569023413924,0.0236586853427262,0.429723621273172
SLC13A1,-1.81667525288656,0.20780055951577,0.645351840403271,-0.124724726746096,1,1,1.58126683245991,0.341451119736016,1
HSPB11,-1.83853345647944,0.197951509715454,0.627724063147887,-1.39760465156979,0.486695462254619,1,0.295295826446713,1,1
STRADB,-1.83308653754164,0.200369108500053,0.633105218825149,-1.72765890900326,0.252148183824048,0.856217647317481,-0.014791733033949,1,1
DLG3,2.06124148821514,0.117840021806296,0.450909511187619,0.561985700904786,1,1,-1.35696779611267,0.524374329792067,1
PLOD1,1.15214300806505,0.747786937526959,1,0.618712622560633,1,1,-0.45988602779623,1,1
OXCT1,-2.53065980315339,0.0341544632549483,0.207619569070305,-0.192171436731314,1,1,2.07084817773204,0.115118958952175,0.846037480179291
FAM234B,-0.780899159379036,1,1,-0.558080313063712,1,1,0.168389679866136,1,1
RRN3,-2.57824910661241,0.0297907147367676,0.189636596925877,-3.86352300782462,0.000335290083392779,0.017060281953642,-1.42748616472117,0.460319430832423,1
MOGAT2,-2.0228250969363,0.129273549644822,0.478584488543004,1.08314374153363,0.836233878710753,1,2.94545451705514,0.00967441668322632,0.288932381258728
CHERP,-1.66772603741006,0.28611037260302,0.784982892738965,-0.483510987316439,1,1,1.07149271302667,0.851843836384007,1
AQP2,-1.09397128322009,0.821902719181626,1,0.201536901011754,1,1,1.16426714043422,0.732947306006196,1
DIMT1,-0.785567239147225,1,1,1.56063864111975,0.355827108419511,1,2.30845245380884,0.0629219532609369,0.677955250898983
EIF2AK1,-0.317179146599093,1,1,0.996035948936354,0.95769803617298,1,1.26587792531457,0.616670372047897,1
NME8,-3.83703484646681,0.000373586422418106,0.0089047918226852,-3.98271695610948,0.000204395640265347,0.0127112218752671,-0.485897029657705,1,1
EPDR1,0.0126024590451296,1,1,0.58694549467607,1,1,0.576619590645334,1,1
HBQ1,-0.759450010448391,1,1,1.1747739759039,0.720255463025056,1,1.8700821764566,0.184417221506046,1
RBM22,NA,NA,NA,NA,NA,NA,NA,NA,NA
HSD17B2,-4.57743746951782,1.41211927967486e-05,0.000927823763236806,-2.06619944267698,0.116428954401131,0.558570039512866,2.14646754126313,0.095507087184323,0.7910079531418
ZW10,1.11854046325611,0.790008704987152,1,1.83862691711647,0.197910238192776,0.752029046912054,0.798823760621246,1,1
ITGB4,4.8684839521556,3.37372959410747e-06,0.000327774513671944,4.59779250756328,1.2809727493797e-05,0.00282827110158843,0.204555756339535,1,1
TRIP6,-0.694825725634201,1,1,0.611527053650561,1,1,1.25910945115931,0.623972403506878,1
ADAM11,0.19050561808809,1,1,1.92678906205892,0.162017769485648,0.67247978337085,1.74638548256836,0.242231972573236,1
SLC22A4,-3.40010912737841,0.00202076893063668,0.0298221289841617,0.48421860862974,1,1,3.61436518472393,0.000903253301669762,0.0947914159363433
TFAP2C,0.970447717815437,0.995470119799555,1,-1.41121679267836,0.474542100393771,1,-2.32264748119234,0.0605942933126972,0.669861712173724
SULT2B1,-2.38496743318602,0.0512419000396775,0.268919155914577,0.308725914669652,1,1,2.32698123988778,0.0598987912473334,0.665581274507134
EPS8L1,0.520919030452734,1,1,3.8288166475208,0.000386282662985081,0.0184731126678182,3.47620618451195,0.00152568341055648,0.121240654190077
REM1,0.324096495395946,1,1,-1.91247977570478,0.167444052726064,0.682788592767478,-2.20765528454771,0.0818049364220773,0.745373912023573
PDRG1,-0.479870508965243,1,1,-0.552894106893291,1,1,-0.126061297123631,1,1
PPP1R13B,2.32250053008513,0.0606179997318448,0.298941864705936,3.2918894244289,0.00298550194485953,0.063634563315539,1.09771671993446,0.816984619371949,1
TGM6,-0.260774065773196,1,1,0.238047099003776,1,1,0.497795007441267,1,1
RALGAPA2,-0.457279040954364,1,1,1.47600125465444,0.419830666248003,1,1.89392788692566,0.174703747106231,1
RPL6,-1.70509454926853,0.26453037614577,0.747770865004654,-2.20259631557198,0.0828696415235107,0.46173259806905,-0.736541906068516,1,1
ESF1,-1.17698949045614,0.717599103013107,1,-2.1716820083033,0.0896389695602314,0.483274012089128,-1.15595759990452,0.743095501354063,1
SLC8B1,-0.403421012213624,1,1,0.81023658886161,1,1,1.18939671306188,0.702850780999786,1
SIRT4,-1.03383578697952,0.903638814922771,1,0.296653377025322,1,1,1.20093784141047,0.689325941781914,1
TRMT6,-1.59006861341228,0.335458019526522,0.868650032742426,-3.00049378053273,0.00808626774782246,0.114205306733732,-1.50321007383325,0.398354641791668,1
HAUS5,-2.66868260043771,0.0228448120223081,0.159312782317084,-2.67374985442985,0.0225025133166483,0.217329120226574,-0.240880793690897,1,1
UQCRC1,-1.53370828730712,0.375304302197857,0.933750183538691,-2.45274638780733,0.0425310757007717,0.314448023501996,-1.02589740207705,0.914819842054149,1
GMIP,-3.67304105956847,0.000719042858938519,0.0141816088122864,-2.13524900907642,0.0982220268203567,0.50902992774665,1.22554556640083,0.661109198231308,1
LAG3,-1.89767372115978,0.173217229124747,0.577085265990558,-0.931540780381999,1,1,0.785075756693088,1,1
OTUB2,0.59332795577868,1,1,0.575809974613463,1,1,0.0470905885310131,1,1
TFAP4,0.0325851136881754,1,1,-0.989689485474364,0.96697774757303,1,-1.03888377609227,0.896576377861625,1
PDCD7,-1.31765908536462,0.562853390322677,1,0.0475952729477886,1,1,1.24771856685804,0.636402418318259,1
SPG21,-0.666929956808449,1,1,-1.05077671713408,0.88008345471863,1,-0.457686859058836,1,1
CHRD,-3.15480906697318,0.0048180951459502,0.0544178279862477,-3.6355887546017,0.000832039446761383,0.0287729522184394,-0.760296158065975,1,1
GNPTG,-0.51553899746788,1,1,-0.618799627418116,1,1,-0.142927644669511,1,1
EFNB1,0.371740007968764,1,1,1.57502767646394,0.345750168976655,1,1.27144058479108,0.610715856268934,1
GLG1,-4.03121104503636,0.000166470564447849,0.00493878906238647,-1.68683333362088,0.274906211799111,0.900972169314285,2.02623840166547,0.128221080479963,0.89139288485895
DLL3,-1.04017741534769,0.894772446475499,1,-0.819233448025273,1,1,0.128885201736473,1,1
NAT14,0.797677065937813,1,1,1.29464479533771,0.586328375639912,1,0.616144140698705,1,1
AASDH,-2.83199262165958,0.0138776748254382,0.112389829561641,-4.46358360171236,2.41800387529902e-05,0.00361790837262563,-1.87589312729432,0.182009869704982,1
DLD,-0.0920337070251695,1,1,0.975435021106926,0.988033556889655,1,1.06341886637334,0.862776122203409,1
ABCC6,-3.38895103057805,0.00210481616703707,0.0307620714857488,-0.918756927803384,1,1,2.10436792186479,0.106039096081898,0.822900068197218
