,Carnivore...Herbivore.Rho,Carnivore...Herbivore.P,Carnivore...Herbivore.p.adj,Carnivore...Omnivore.Rho,Carnivore...Omnivore.P,Carnivore...Omnivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj
NFE2L3,-4.44185574040878,2.67559043948647e-05,0.0012573707484455,-3.30357407649731,0.00286382236031098,0.0634668055833111,0.911712118636785,1,1
CBLN4,2.28489012625156,0.0669578134280785,0.296432890212996,1.17458069539367,0.720487530940954,1,-0.892430075455783,1,1
CLDN11,0.132739045973836,1,1,0.533444061230234,1,1,0.455202421963656,1,1
FAM168A,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELT,0.157937805327633,1,1,-0.464721457329527,1,1,-0.636868260831562,1,1
PKP2,1.12316018437025,0.784108407459173,1,-0.182105620352127,1,1,-1.28686451702271,0.594424544223323,1
YIPF1,-0.896031410106348,1,1,-1.16859271918862,0.727703289182821,1,-0.320591937950338,1,1
ADCK2,-2.18391280118783,0.0869059685535246,0.351899832773248,-0.113850384740529,1,1,2.00464723974423,0.135002317857417,0.810074851176518
INPP4A,0.985670725671142,0.972884157990046,1,2.28249386611373,0.0673805976363195,0.417189751530283,1.42681738328411,0.460897617729716,1
SLC2A3,-0.855424760981277,1,1,0.50646246459552,1,1,1.35124959377729,0.529846478586093,1
STYK1,-1.26230554555964,0.620516585971185,1,0.328705832281681,1,1,1.55867210559064,0.357222021499311,1
GNA11,NA,NA,NA,NA,NA,NA,NA,NA,NA
CREB3L3,-3.02198082680294,0.00753379361792697,0.0670920428832623,-0.899555601828046,1,1,1.77233200987296,0.229018382006081,1
HDAC7,0.589583859320592,1,1,-0.789566310676205,1,1,-1.38798216762381,0.495427425756942,1
MRPS35,-3.35621639379127,0.00237050149717692,0.0300256949205646,-3.66436893900991,0.000743847491130891,0.0284549699810749,-0.522089094007867,1,1
APPBP2,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA11,1.30636944469702,0.57428085455592,1,1.17204528999918,0.723536620042195,1,-0.0184443652567433,1,1
ISOC2,-1.80877349076188,0.211458600841914,0.634125900692956,-0.909351537290293,1,1,0.791112321889128,1,1
CD22,-2.89030473842782,0.0115460562420618,0.0893749148548404,-2.73963605605531,0.0184521754059072,0.195500605814152,-0.0832200846140892,1,1
GSC2,-0.300702982223384,1,1,-0.339741115976758,1,1,-0.0609715148421656,1,1
KCNQ1,2.27524613503926,0.0686735061455448,0.300015532587065,1.51758421829772,0.387357743423303,1,-0.631260500898048,1,1
TRIB2,1.9092689422658,0.168682219910128,0.54595807783412,0.571686506162813,1,1,-1.1791961564965,0.714960228615181,1
OTUD5,1.38003611984105,0.502726571795704,1,0.582249659725471,1,1,-0.694857578412687,1,1
GPKOW,-1.66572332637348,0.28730560116399,0.767942152966868,-1.27983447779264,0.601810066156433,1,0.278966617337728,1,1
AQR,0.90671327960351,1,1,0.497108395210501,1,1,-0.375881370023395,1,1
LMCD1,0.0471848547535748,1,1,-0.329836076879677,1,1,-0.393479777591615,1,1
PSMC4,NA,NA,NA,NA,NA,NA,NA,NA,NA
FNDC8,0.0472716709729748,1,1,0.419931216274211,1,1,0.380232118720818,1,1
ACAP1,2.65026302562917,0.0241287384547689,0.149942874683207,1.76431478948831,0.233036986034746,0.839959306907908,-0.745847457593671,1,1
DERL2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOX3,-1.91975664835429,0.16466593528761,0.537645049271683,-1.1376077139246,0.765852972341918,1,0.685917358233458,1,1
ANO8,-3.84559413320006,0.000360782051881994,0.00786949389670969,-0.0790271952005763,1,1,3.58741854322529,0.00100190404641439,0.0696529182952471
ICAM3,-2.54858740551104,0.0324480537739674,0.184750044393663,-0.131383442539883,1,1,2.20086978941894,0.0832357295673499,0.640900416534435
CTTNBP2,-0.785481664547483,1,1,-1.77668272417372,0.226861368839052,0.824728830127644,-1.08642501969982,0.831872991739664,1
ACTL6B,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIF22,-0.538625169935535,1,1,-1.77779306225211,0.226313545092173,0.824351302797682,-1.34514187242084,0.535738270058946,1
PRSS22,-0.569535111807817,1,1,0.288638831794311,1,1,0.859763902306383,1,1
YTHDC2,1.32603224779744,0.554487048100548,1,2.87330623225561,0.0121860050585659,0.15145463429932,1.74209891736197,0.244473411045041,1
TMEM161A,-1.75204525726426,0.239298078531731,0.685864692327863,0.00966890561629693,1,1,1.73795723091928,0.246655050404804,1
FOXJ2,-2.25720050454721,0.0719866467431018,0.310480650612953,-1.35001075036446,0.531037603624143,1,0.735803300267333,1,1
GOLGA5,-0.281212604054442,1,1,-0.4045518435991,1,1,-0.145719591393085,1,1
PPP2R5B,1.61592599414215,0.318330944193392,0.822347184375659,0.322647624207985,1,1,-1.14142933556267,0.761073908259487,1
PYGM,2.42747193277864,0.045613389769618,0.230718890113765,2.66561935875257,0.0230539941215378,0.222141519020357,0.389767466235728,1,1
BCL3,-1.18750672726596,0.705083413908295,1,-1.9422188084335,0.156331851267166,0.667001329165575,-0.863021641770119,1,1
PRLH,1.12197780841936,0.785615626574025,1,2.57753522101535,0.0298523219999918,0.260287143038828,1.58378681297891,0.339726723583474,1
FSTL3,-0.0489335686676848,1,1,-0.557833429340719,1,1,-0.550745354416318,1,1
EPHA8,-0.329808229555709,1,1,0.986800842820646,0.971220844447122,1,1.3195479477408,0.560957974664077,1
TRIP13,0.841449485027151,1,1,2.09833998835056,0.107625367331761,0.543301133165141,1.34022003203003,0.540521462509801,1
VASH1,0.444169850890404,1,1,0.430304187946245,1,1,0.0173129223130261,1,1
KRT14,1.18730565116518,0.705321239513754,1,-0.458459333267574,1,1,-1.57546345350368,0.345448523506297,1
KRT20,5.16943282605177,7.04416540332751e-07,7.716130582914e-05,3.17144064571735,0.00455054586013143,0.0846968957463338,-2.07545180511754,0.113834043449343,0.750919978993176
HSD17B10,-1.18847639847077,0.70393731863958,1,-1.90285348323154,0.171178998482855,0.700780536190375,-0.856507919107115,1,1
FGF4,-0.327510915484782,1,1,-0.165537332821064,1,1,0.15955964042275,1,1
ST6GAL1,-1.94521546180263,0.155247155067854,0.517852887849861,0.176861744937256,1,1,2.10422290563703,0.106077022085836,0.727815530084206
TIMM21,0.552549119902928,1,1,-0.42206946731633,1,1,-0.981863936942529,0.978500653057424,1
BPIFB2,-0.983824937382043,0.975604787331519,1,-0.696149556714741,1,1,0.233752092796194,1,1
REXO1,0.860536742560154,1,1,2.75272081575321,0.017730682136187,0.189704592778248,2.05757308363952,0.118893397986736,0.766426750217477
MKRN2,-3.66157499226678,0.000752008384486128,0.0132056835683983,0.793077821464239,1,1,4.37310036569162,3.67483121575812e-05,0.0131234055745401
GPATCH1,-0.76537836763169,1,1,-1.35497618639592,0.526275432839002,1,-0.628251913463567,1,1
KEAP1,-3.26897557299816,0.00323812858031802,0.0372923658361133,-1.26306548478305,0.619696940367588,1,1.84124917482103,0.196755156259962,0.961668460371726
P2RY10,-0.814754684762084,1,1,0.537908543643363,1,1,1.37844797442688,0.504195060306449,1
TNS1,1.47230729070312,0.422813746225305,0.983383995463248,-0.592113662599462,1,1,-2.05580878339724,0.119402853219818,0.767373761195326
NGFR,0.138174237584211,1,1,-0.375337044926928,1,1,-0.519622679221143,1,1
NTN1,1.15686794533441,0.741978950276568,1,-0.20621759129963,1,1,-1.31157296736083,0.568992777029013,1
ISOC1,-1.08083931186458,0.839305794355814,1,-1.55317884278473,0.361141243163183,1,-0.627604667104451,1,1
MNT,0.456534893337064,1,1,1.19022982002195,0.701868227120916,1,0.782883453181509,1,1
AP3M2,-2.10982864623518,0.104619354216473,0.399606038119872,-1.71433006036773,0.2594043760643,0.88916730747344,0.172415636659643,1,1
LAPTM4A,1.00233572938656,0.948544415102971,1,1.29942465699253,0.581394703095781,1,0.425710288138444,1,1
PTPN18,-0.0568684022995621,1,1,1.79584326489229,0.217558343085246,0.806900310224816,2.05435389263648,0.119824356544712,0.769092040113637
STK10,-1.12164395753677,0.78604156105871,1,-0.297576393255523,1,1,0.771884635952662,1,1
TBX21,-1.99910871646971,0.136789776697315,0.476858629027701,0.280320999904849,1,1,2.26364897448514,0.0707871393839694,0.60007472000052
MRPS34,0.674449333860703,1,1,1.07702127167257,0.84441228803721,1,0.468082430523723,1,1
MAP2K5,0.140233848003088,1,1,0.353480472168877,1,1,0.237976351050947,1,1
TIGAR,-3.27262340258672,0.00319663041135647,0.036982013562768,-0.331114748454917,1,1,2.840131628702,0.013528476630819,0.266400130042993
FGF20,-1.80333226572554,0.214008144671398,0.63925328676124,-1.56941914726635,0.349650916263456,1,0.0515540865268954,1,1
MTMR7,0.107949674145369,1,1,1.75696235581576,0.236772677543433,0.848203297787945,1.7380760688278,0.246592233108721,1
CPB2,1.15295860459862,0.74678212722032,1,-0.386759552444155,1,1,-1.51443202473718,0.389748906140478,1
FAM107B,-4.27049958699702,5.85106746737136e-05,0.00213116033949112,-1.32946235429196,0.551086433531216,1,2.73113130863412,0.0189351955379617,0.306038590303044
CDK13,0.240955802746753,1,1,-0.646088469975767,1,1,-0.898401133914397,1,1
TSPAN32,0.735400432662574,1,1,-0.363157664541866,1,1,-1.10903675199967,0.802242983069409,1
TRAM2,-2.21847596843495,0.079567189111861,0.33044019038414,-3.55028523352773,0.00115444191616301,0.0372380893508091,-1.57104888747844,0.348513880934237,1
CLDN18,-1.58292216167541,0.34031762049701,0.857443583169687,2.26621581553625,0.0703145183117208,0.425944352911862,3.80078835291983,0.000432709386835409,0.0470571458183507
NDUFB4,-4.13982668725279,0.000104270492855502,0.00322666311732728,-3.18914488070671,0.00428083025529001,0.081165181365866,0.658609292876313,1,1
HEATR6,-2.50496554893884,0.0367389963282194,0.20091638616995,-2.67460084507488,0.0224454811545173,0.218956397974076,-0.315178462033827,1,1
ERLEC1,-2.48161368109863,0.039236695250053,0.209753751819543,-1.08880197807707,0.82872365744586,1,1.29707737507221,0.583813695936843,1
TMEM131,-0.0997634050013644,1,1,0.151297117020138,1,1,0.257280645153326,1,1
TMEM38A,-1.96271053160557,0.14903945608701,0.503243672416218,0.408236551837071,1,1,2.33112088878865,0.0592409583644109,0.552999703876341
ACTR6,0.968372649854069,0.998574880919922,1,0.175013506380056,1,1,-0.741958908532959,1,1
FAP,1.57287998015601,0.347239834592878,0.86895570047281,-0.419123260963081,1,1,-1.99263599595661,0.138903961737333,0.821251123317631
DMRT3,2.02139698939543,0.12971605833889,0.459178560383538,2.20764037015124,0.0818080578589242,0.466140599140015,0.34599285710714,1,1
GAL3ST2,0.744240187786797,1,1,2.27957691702073,0.0678983798491099,0.418354040146782,1.65763154225218,0.29217557728548,1
UHRF1BP1,-3.84010963163506,0.000368938137842339,0.00799016095113744,-2.83331873151143,0.0138202281363476,0.162984487510373,0.808244803389215,1,1
OSTM1,-0.325986328678216,1,1,1.69686285422916,0.269167776597405,0.908061023420227,2.1474697962982,0.0952676977567379,0.690690808736349
SLC13A1,-2.47049003636353,0.0404784232823909,0.214285116298471,-0.380193640934664,1,1,2.04030929137749,0.12395858992063,0.781154607426154
HSPB11,-1.74698194659798,0.241921409223846,0.69002389785667,-1.7348568414475,0.248298495629488,0.867449425415087,-0.125707871787382,1,1
STRADB,-2.98061318531417,0.00863015724561276,0.0731976536879677,-2.09944290708729,0.107333627098054,0.542451999786163,0.717315814288029,1,1
DLG3,2.82939132824812,0.0139909906072967,0.102115451580102,1.46713345257299,0.427019266622564,1,-1.24572010099724,0.63860151416268,1
PLOD1,1.23884083502035,0.64621334391506,1,0.753871072113953,1,1,-0.428995771982188,1,1
OXCT1,-1.76616373223528,0.232105151109671,0.675033605662795,-0.16042890360026,1,1,1.49568696690769,0.404205744583415,1
FAM234B,-0.0317752385843398,1,1,-0.0809529628494261,1,1,-0.0527621641000766,1,1
RRN3,-2.68218865367718,0.0219426599559623,0.140723250981266,-4.08581711341896,0.000131765897966041,0.0105586094554367,-1.56941674617124,0.349652593603985,1
MOGAT2,-1.32594699899312,0.554571761245689,1,2.04776890938788,0.121747944340512,0.579988842185255,3.39002996312652,0.00209654954487442,0.100384240189492
CHERP,-1.61984769136123,0.31579499607387,0.818379372804199,-0.856582419313844,1,1,0.710396236924986,1,1
AQP2,-1.05115136731565,0.879567225458672,1,0.55355974696063,1,1,1.54281357086263,0.368628047421184,1
DIMT1,0.0222934576365563,1,1,2.05224731446042,0.120436900092896,0.577282752117204,2.15401120326226,0.09371788003359,0.684999867264238
EIF2AK1,0.138531463425423,1,1,0.677663483159418,1,1,0.561404482172384,1,1
NME8,-3.01581921213945,0.00768858050522305,0.0677933314020466,-3.28965443485393,0.00300931478359577,0.0656290338549385,-0.500939354695485,1,1
EPDR1,0.142891491486347,1,1,-0.0256054038228085,1,1,-0.167354494405195,1,1
HBQ1,-0.567206953959368,1,1,0.504280522329542,1,1,1.08236493954973,0.837271202379964,1
RBM22,NA,NA,NA,NA,NA,NA,NA,NA,NA
HSD17B2,-3.22586267721045,0.00376780801891936,0.0415687515130777,-2.08709457940875,0.110638757898253,0.550809756644717,0.96162932486519,1,1
ZW10,0.505475445006419,1,1,0.961739396489948,1,1,0.499641163741295,1,1
ITGB4,5.48645000811136,1.23027422475855e-07,2.1045983226909e-05,4.18237920489604,8.65422882980667e-05,0.0080939117443877,-0.905116466012114,1,1
TRIP6,0.199805870144157,1,1,0.106178957959906,1,1,-0.0843343151216419,1,1
ADAM11,-0.115921680669757,1,1,1.76580836878609,0.232284012052485,0.838237516828414,1.95569428258051,0.151503535983066,0.857487485257316
SLC22A4,-2.95242126302211,0.00945877402179296,0.0779273996113625,0.643481432752303,1,1,3.53636002310029,0.00121704426800336,0.0775292844366154
TFAP2C,1.48648897334876,0.411449494017304,0.968509360917356,-1.07373901623793,0.848819007813719,1,-2.56669741323891,0.0308016489551914,0.394300866156856
SULT2B1,-2.16053907391923,0.0921928864300524,0.366105325089303,0.381298811815611,1,1,2.36475136359614,0.0541265373514143,0.533336060206369
EPS8L1,0.316305013077465,1,1,3.79832380673787,0.000437033789850058,0.0205365415137874,3.71590947898127,0.000607422200477494,0.0570864382856163
REM1,0.974696178598489,0.989132967225467,1,-1.34142524000052,0.539347282012271,1,-2.32466081603507,0.0602703122291947,0.555374240144859
PDRG1,-0.0862620220851456,1,1,-0.0366523057452295,1,1,0.0449724591619748,1,1
PPP1R13B,2.3757921788523,0.0525339672276051,0.253057333780731,3.06245131598542,0.00658596547917092,0.105883130327748,0.821429705382179,1,1
TGM6,0.974786799637847,0.988998078948298,1,0.368643348561562,1,1,-0.585110948962106,1,1
RALGAPA2,-0.820105773591274,1,1,1.03725807988671,0.898846790234421,1,1.84740897259402,0.194063669298531,0.954915353693724
RPL6,-0.807463045518365,1,1,-1.50931388846192,0.393655761462709,1,-0.826778942033638,1,1
ESF1,-0.660453659793641,1,1,-1.39734780026122,0.486927024424356,1,-0.828616128589664,1,1
SLC8B1,-0.205066456135181,1,1,1.00140194518618,0.949897572177961,1,1.2348031564947,0.650711317026893,1
SIRT4,-0.744312436427321,1,1,0.640588323685739,1,1,1.36358810197378,0.518091716576438,1
TRMT6,-1.61773994899711,0.31715595824029,0.820567598279044,-3.07949394072309,0.00622057764667976,0.101487611970945,-1.58301985218082,0.340250818918847,1
HAUS5,-0.900771253087395,1,1,-2.24602290431331,0.0741076225834583,0.438836401107101,-1.45434911764902,0.437548617647369,1
UQCRC1,-1.46011848645977,0.432772538249466,0.996828768507856,-2.24400760387664,0.0744957363221039,0.440344836324419,-0.889709426755419,1,1
GMIP,-3.38878441440173,0.00210609545232057,0.0276186935930927,-1.49880642054181,0.401771575455391,1,1.7160094053924,0.25848096297229,1
LAG3,0.0849735429574338,1,1,-0.398174077539285,1,1,-0.495562585232858,1,1
OTUB2,0.230491856865662,1,1,0.208482531733492,1,1,-0.00205567342512229,1,1
TFAP4,0.517733527437333,1,1,-0.413668928155208,1,1,-0.873774432088872,1,1
PDCD7,-2.1163743639752,0.102938941895324,0.394871602508518,0.190558029236444,1,1,2.2497440317048,0.0733955960369838,0.610189956871685
SPG21,-0.715510207336265,1,1,-0.543288536116279,1,1,0.112980407492398,1,1
CHRD,-4.17289464818119,9.02262090388338e-05,0.00291654783994957,-3.76875661798109,0.000492188279530437,0.0219110133212015,0.0978208235861615,1,1
GNPTG,-0.195859228206444,1,1,-0.773728421592253,1,1,-0.613243153588052,1,1
EFNB1,1.24589649087741,0.638407195664727,1,2.13081490491549,0.0993131818349797,0.522213366053358,1.05982099066672,0.867678136286496,1
GLG1,-3.91197959018373,0.00027462794973593,0.0065026602406369,-1.8796381560683,0.180472228111335,0.722315897212165,1.85269755284753,0.191777162931586,0.950458107302538
DLL3,-0.50282368767888,1,1,-0.872037695670743,1,1,-0.419372990236003,1,1
NAT14,1.35794070116811,0.523447503232979,1,1.75214101409079,0.239248690027973,0.851040310992341,0.552403743474596,1,1
