,Herbivore...Insectivore.Rho,Herbivore...Insectivore.P,Herbivore...Insectivore.p.adj,Herbivore...Omnivore.Rho,Herbivore...Omnivore.P,Herbivore...Omnivore.p.adj,Insectivore...Omnivore.Rho,Insectivore...Omnivore.P,Insectivore...Omnivore.p.adj,Herbivore...Vertivore.Rho,Herbivore...Vertivore.P,Herbivore...Vertivore.p.adj,Insectivore...Vertivore.Rho,Insectivore...Vertivore.P,Insectivore...Vertivore.p.adj,Omnivore...Vertivore.Rho,Omnivore...Vertivore.P,Omnivore...Vertivore.p.adj
SPATA20,2.04533217149145,0.244932726249052,0.91477321623568,-0.0619284925379348,1,1,-1.85186853529926,0.384268218991856,1,-1.01238713888292,1,1,-2.40008787548106,0.0983468184237684,1,-0.878309905152768,1,1
CD79B,-0.314886832660346,1,1,-0.471994785945974,1,1,-0.104845296561551,1,1,-0.336189361478488,1,1,-0.06913137494834,1,1,0.0168175466428092,1,1
RHBDD2,2.09988249237284,0.214435075302584,0.839203056605423,3.23038722300355,0.00741735985887094,0.150160485705174,0.825836051471583,1,1,1.81031894559537,0.421478044227312,1,0.208838465152808,1,1,-0.441585514239848,1,1
RPUSD1,-0.529264919322968,1,1,2.20921266449592,0.162959114499849,0.920983317067553,2.30927631005952,0.12556952023117,0.681930576490931,-0.0495735542506252,1,1,0.309582057865213,1,1,-1.47622139507364,0.839306806594184,1
TSR3,2.01741564505304,0.261912935681752,0.956567162086544,0.844778615360619,1,1,-1.16516295426705,1,1,0.319617448699865,1,1,-1.23227307291601,1,1,-0.290337756562313,1,1
NDUFAB1,2.47770798481951,0.0793375901485979,0.430275539668842,2.86155281882531,0.0252942751406127,0.307924404645767,0.13549714612938,1,1,1.93682937285684,0.316597224789283,1,0.0335862641601361,1,1,-0.0742604289533091,1,1
YBX2,-1.16050719889966,1,1,-1.51744755386885,0.774922352462142,1,-0.327067714512602,1,1,-4.20705675813026,0.000155230907631608,0.0120905946446531,-2.88159908018235,0.0237397690171957,0.490992121938439,-2.56173695286221,0.0624901008432282,0.750210105386334
ITGA3,-1.86082723364036,0.37661146981528,1,1.50657129141398,0.791523484147814,1,2.87685548099903,0.0240995701725806,0.23478401920108,-1.18400224816988,1,1,0.333245052190811,1,1,-2.14733203091873,0.190601145197614,1
KRT33A,1.97638137329621,0.288669597439062,1,2.31611456703533,0.123312084888825,0.782881797845316,0.0499570570064517,1,1,0.412405439606711,1,1,-1.020418853262,1,1,-1.12447179850031,1,1
LRRC23,-1.42761319887907,0.920419334698083,1,-2.07446686610389,0.228215837377244,1,-0.43687578321557,1,1,-2.04774328036146,0.243510963732512,1,-0.784512790393172,1,1,-0.445629786342052,1,1
TFAP2D,-1.46774399013573,0.85304266023107,1,0.982028333143427,1,1,2.02533684168846,0.256996727637853,1,1.26425956069038,1,1,1.83907890627206,0.395421486403512,1,0.772338155585776,1,1
CRY1,2.40922882955801,0.0959176265612984,0.49032723549326,0.626650343018758,1,1,-1.63859764590161,0.607782497659157,1,0.100646441287214,1,1,-1.488299306377,0.820031866891437,1,-0.293902210248538,1,1
PGLYRP1,-0.772549634518345,1,1,1.25627351229782,1,1,1.65813588202971,0.583740257102121,1,0.935048367023466,1,1,1.33939831437509,1,1,0.0734397588667727,1,1
STARD3NL,-0.0328777512389108,1,1,0.206006268359986,1,1,0.204040863906438,1,1,-2.72504349764098,0.0385758097417872,0.46591524519449,-2.51512672075808,0.0713937638888228,0.898897035082852,-2.66481137723516,0.0462189095482479,0.642572364157635
CD74,-0.662650435827109,1,1,-0.391476055266162,1,1,0.268961076863544,1,1,-3.28297914444426,0.00616297586808145,0.145568395984699,-2.46087818510283,0.0831584489380107,0.966951665910663,-2.78062896099209,0.0325522237756415,0.533088571308377
RPS20,0.776659752438295,1,1,1.60426148632698,0.325969279966313,1,0.98240551387501,0.977700332971201,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MGST1,2.76164567802544,0.0345065121581905,0.245778383932072,3.16023140118565,0.00945863292344373,0.171752610802054,0.0869003853453161,1,1,3.52594035732296,0.00253189194226321,0.078804519770208,1.21451936305007,1,1,1.20000435407829,1,1
CPA1,1.4935724523642,0.811724424545959,1,2.15505203268098,0.186946576297082,0.996468149281552,0.42505353960124,1,1,0.472407442895024,1,1,-0.65526339436396,1,1,-1.04425741399756,1,1
SYPL1,1.18070622523407,1,1,2.21113546445108,0.162158746413246,0.918929365655128,0.847664247473122,1,1,0.103206283583379,1,1,-0.746891223509901,1,1,-1.46212651039772,0.862239271701917,1
RANBP9,2.51673426937759,0.0710688756432097,0.399211286736095,2.30503118245706,0.126988962515493,0.796937780422212,-0.369746367800609,1,1,1.51414469331073,0.779934872002968,1,-0.335008425153652,1,1,-0.0565227582861958,1,1
CD4,-0.898531619325388,1,1,-1.49209680118788,0.814042622139599,1,-0.386115276898757,1,1,-0.203932953228476,1,1,0.486765797319338,1,1,0.857634870083069,1,1
PLEKHG6,-2.49802791068872,0.0749318163597943,0.414010085715567,-2.01679003797841,0.262304573988786,1,0.577358799953022,1,1,-2.75629716116829,0.0350759154346232,0.438916255285759,-0.46605685020177,1,1,-1.01433076153419,1,1
QPCTL,1.82026095038475,0.412315650565641,1,2.59880953540962,0.0561285973735015,0.503148299050605,0.541462413157894,1,1,0.298699548265269,1,1,-0.969020201413244,1,1,-1.42863102303453,0.918661875818254,1
PPP5C,0.223573839259326,1,1,1.62975735753076,0.618916737156486,1,1.20825606159632,1,1,0.705579393659941,1,1,0.520824206844903,1,1,-0.336052130602915,1,1
UBR7,-0.0350794343704898,1,1,-0.58699303140597,1,1,-0.436671314065709,1,1,-1.93544151742913,0.317616832345201,1,-1.6784956678561,0.559502252833733,1,-1.42483964808875,0.925221351110317,1
MAP4K5,0.334413552721204,1,1,-1.63236034521975,0.615621586158003,1,-1.65178419073916,0.591471315708796,1,-2.38244973419009,0.103187278156663,0.830020791096944,-2.39646610509613,0.0993241467923713,1,-1.24872840230015,1,1
ERCC1,1.08218900836849,1,1,-0.830698870411572,1,1,-1.53249572219458,0.752400914527651,1,-0.981744061259278,1,1,-1.63821068338205,0.60826651070636,1,-0.160567899790298,1,1
GPRC5A,2.6272033761817,0.0516539177938861,0.323167661659792,3.52253338647818,0.00256465919863579,0.0766909657383105,0.582785656267893,1,1,1.52151945953921,0.76877719067601,1,-0.598679406637617,1,1,-1.12687235816016,1,1
HEBP1,0.886838603796218,1,1,1.22568028058574,1,1,0.245099842694339,1,1,-0.760285869567692,1,1,-1.29972676245874,1,1,-1.5258524592605,0.762279675797168,1
COX15,1.08719874809878,1,1,0.742799369650591,1,1,-0.36132453701388,1,1,0.033191352485155,1,1,-0.741919764900194,1,1,-0.472103469288386,1,1
MS4A12,-1.05020417196536,1,1,0.796058198630463,1,1,1.57517943613053,0.691290194451318,1,-0.796656508279604,1,1,0.135646097852257,1,1,-1.29142468368709,1,1
XYLT2,-0.739899884555092,1,1,0.784367657531183,1,1,1.26765696196122,1,1,-0.638750762738411,1,1,-0.0432361511306448,1,1,-1.10220316448879,1,1
FTSJ1,4.11850275996016,0.0002288052020601,0.00786873855840164,-0.697472811734376,1,1,-4.24815189805159,0.000129324742500999,0.00695489370241951,1.39773432980608,0.973157166976923,1,-1.45541620282826,0.873324440658892,1,1.74137614145569,0.489706004877071,1
SCTR,-0.530283483538977,1,1,-1.10690471331466,1,1,-0.431654031348986,1,1,0.0791727306825933,1,1,0.443594654751883,1,1,0.822301335289229,1,1
RALBP1,3.78618387895114,0.000917870951536846,0.0209243241384488,2.15140553516306,0.188665228114002,1,-1.63463642674179,0.612751720206341,1,0.0126878277260089,1,1,-2.46772150501867,0.0815856384582432,0.963398460048708,-1.31962940170905,1,1
SYT13,1.12342477854293,1,1,2.74796733908436,0.0359795893104211,0.384197773129533,1.22420767420482,1,1,0.611246836341731,1,1,-0.240065046883272,1,1,-1.25668885980521,1,1
SNAI2,0.272970530937697,1,1,0.0834680313209074,1,1,-0.164969269763225,1,1,0.778260295069067,1,1,0.56448342708712,1,1,0.678356887800877,1,1
SLC7A9,2.57929789909931,0.0594008218675974,0.355208048973924,2.0569850142944,0.238126004314977,1,-0.662288991371226,1,1,2.03478233820722,0.251236673816269,1,0.0068004688591873,1,1,0.549644202821751,1,1
RTF2,-0.623163459357078,1,1,0.0571922497628709,1,1,0.595103749211034,1,1,0.40287666131312,1,1,0.78828527951914,1,1,0.333883502284117,1,1
RB1CC1,0.720242972458227,1,1,2.35288602938548,0.111770056314357,0.745816179269987,1.23991583295426,1,1,0.203538562667985,1,1,-0.351813650632277,1,1,-1.45847758150968,0.868253700496038,1
AKAP11,1.4895994602979,0.817977504090408,1,-0.280927460667013,1,1,-1.53480682798224,0.748987710640102,1,-1.95444528178993,0.303891479985503,1,-2.78787851754926,0.0318326608056818,0.578825090845911,-1.55578856774502,0.718550265097435,1
B4GALT7,0.725174854099334,1,1,0.200313420761232,1,1,-0.503741988529339,1,1,-1.562701367685,0.708737115435151,1,-1.87443679952538,0.36522147226306,1,-1.59184596097439,0.668515921077588,1
FAM13B,5.21741631492204,1.08861691300186e-06,0.000205249113503151,2.20901489354399,0.163041629973173,0.92112486612972,-2.87089849366542,0.0245584161221611,0.236806965567842,2.03096866495127,0.253549040286967,1,-1.50609527409363,0.79225630582193,1,0.586627527893796,1,1
CHPF2,1.1068831942284,1,1,1.60387395934957,0.652451027262397,1,0.304191120510868,1,1,-0.526442989403935,1,1,-1.21327377244261,1,1,-1.50315216769926,0.796798853068608,1
GABARAPL2,0.223311495746928,1,1,1.3062953582652,0.574356405045869,1,1.29525907772591,0.585692612911146,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
MYOC,-0.966187399646414,1,1,-0.155384832437185,1,1,0.724711793741837,1,1,-2.4735473591688,0.0802674430186885,0.708083018054917,-1.35005715527711,1,1,-2.10666754516121,0.210878443923104,1
FAM136A,2.21303569743464,0.161371107955817,0.693891434424449,1.57415111084575,0.692715112584788,1,-0.534282937879009,1,1,-0.664620173408294,1,1,-1.70900556708694,0.524699509600515,1,-1.40185439522527,0.965752387194881,1
NSMAF,-0.0501333504300151,1,1,2.70328192679583,0.0411950904251752,0.416314570828946,2.24504578428545,0.148591161097561,0.761617512117118,-0.990969650216472,1,1,-0.821025003705633,1,1,-2.83829817725967,0.0272128749644973,0.482118049256403
OTC,1.63881633936289,0.607509091392503,1,1.24247076325041,1,1,-0.405206812111701,1,1,1.07810787816106,1,1,-0.136951250913169,1,1,0.182340399524003,1,1
TTC17,1.46785950697208,0.852854336318547,1,1.18283671632484,1,1,-0.341287637317596,1,1,1.30303393208129,1,1,0.254099058381327,1,1,0.515848729072311,1,1
HOXC8,-0.555441278982187,1,1,0.413288713323847,1,1,0.885034620192031,1,1,-2.23317730889494,0.153223524408035,1,-1.68415071664137,0.552915269701563,1,-2.45204119306875,0.0852290396735135,0.862390416012034
MRI1,2.29605403286846,0.130036752703566,0.598154132843673,0.819504398194524,1,1,-1.39312111791061,0.981499008750905,1,-0.51148611870173,1,1,-2.14906302667454,0.189776424847087,1,-1.04432840105877,1,1
TARBP1,1.44156712982296,0.896547161309812,1,-0.584943502251746,1,1,-1.73174290435027,0.499916087651331,1,-0.720268525162649,1,1,-1.71624525222215,0.516702983922257,1,-0.217179829349616,1,1
RTN4R,-1.71070144075815,0.522817449654521,1,1.13363904661283,1,1,2.44414600603935,0.0871172949827484,0.540721057085022,-0.341579835502148,1,1,0.906925011070343,1,1,-1.08214809963436,1,1
PSMA4,-1.09151337447354,1,1,-0.408278200931503,1,1,0.761898266628636,1,1,1.19525224890697,1,1,1.90187337039196,0.34312626803451,1,1.47819459659346,0.836134198673774,1
ZPBP,-0.926404789972592,1,1,1.41848206055463,0.936300435380076,1,1.99852073248984,0.273961407155638,1,-0.382970256738536,1,1,0.263339904634201,1,1,-1.27478056428536,1,1
LCP2,0.211141710178728,1,1,1.4183346602126,0.936558492067442,1,0.983249197450195,1,1,-0.0379828203695605,1,1,-0.181768947602199,1,1,-0.993750688573699,1,1
DCN,-2.20637519959288,0.164146440128214,0.702808135050695,-2.56289977826208,0.0622812043797727,0.531262982330493,-0.227484143656299,1,1,-1.44141980825157,0.896796705038457,1,0.0232839512714855,1,1,0.1840544949706,1,1
TNFRSF17,0.0867595073095788,1,1,-0.581807501394101,1,1,-0.555567506149197,1,1,-2.00021428141305,0.272862781996739,1,-1.83202232388886,0.40168856839763,1,-1.45112291996202,0.88047381207313,1
MRPS10,3.82678986166975,0.00077895151738502,0.0189809774476333,2.20512498111458,0.164671953289587,0.926201112782173,-1.57961330087188,0.685172708072362,1,2.06504998317233,0.233509627278666,1,-0.91316442702424,1,1,0.384322037534953,1,1
GRN,3.01498293102518,0.0154196230868983,0.143587960250222,-0.253522171032432,1,1,-2.8407237613994,0.0270067698646235,0.252340362123821,1.93321658252314,0.319257136860644,1,-0.519772815876388,1,1,1.92959778479348,0.321940161094164,1
THAP3,0.528914442817592,1,1,-0.498842156853695,1,1,-0.866318269069841,1,1,-0.605939780752528,1,1,-0.904345093837759,1,1,-0.231575214481178,1,1
VAMP3,-0.397269213519468,1,1,2.09365782006533,0.217742837394333,1,2.20382833590937,0.165218513958252,0.812704697573647,-0.802084983199803,1,1,-0.473496210185301,1,1,-2.19332213335433,0.169705068387885,1
RCN1,1.29373427910454,1,1,1.54887146747729,0.728475726660289,1,0.169800778888285,1,1,0.65616077302227,1,1,-0.276590181326625,1,1,-0.41307019493615,1,1
RFC2,3.2945615880193,0.00591452043914406,0.0737230640241393,1.41842055004395,0.936408116485276,1,-1.70403388944852,0.530248536786717,1,0.0625957377964906,1,1,-2.34768818862502,0.113341966821065,1,-0.949319001018438,1,1
PPP1R3F,-0.143330873556716,1,1,-1.46055345762683,0.864828161490258,1,-1.00315562955034,1,1,-2.10177071716963,0.213440192625484,1,-1.68484595019463,0.552109781405149,1,-0.92244467935392,1,1
NFE2L3,3.65875749632396,0.00152064609150893,0.0293612942921952,-0.0745974124559873,1,1,-3.25227546253374,0.00686910064247644,0.102978678106948,1.33176847644569,1,1,-1.54026904939018,0.7409687091302,1,1.25435901307712,1,1
CBLN4,0.973201829688734,1,1,2.05718010520804,0.238013427085925,1,1.05828148997964,1,1,-0.633146630373222,1,1,-1.17276576763163,1,1,-1.85066678084046,0.385305035355963,1
CLDN11,-0.936373830804597,1,1,0.982964923256708,1,1,1.64119548898118,0.604541050994453,1,0.41298653964734,1,1,0.942457808697216,1,1,-0.19253134043801,1,1
FAM168A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RELT,0.892835889384142,1,1,1.44945546820848,0.883262567565237,1,0.346035617488257,1,1,1.17527110254269,1,1,0.381143414870338,1,1,0.108750598222177,1,1
PKP2,-1.12382489853416,1,1,-1.88404551506461,0.357352914823616,1,-0.481546876888799,1,1,-0.781536641580173,1,1,0.151280793786586,1,1,0.583668946642607,1,1
YIPF1,2.77620253891113,0.0329987613020928,0.238753114504442,-0.391450715507192,1,1,-2.78379386780228,0.0322363004186622,0.281827689265234,-0.285668799003884,1,1,-2.06596887419371,0.232988512061801,1,-0.0245973093799121,1,1
ADCK2,0.622447340914068,1,1,1.51184058689799,0.783446528859833,1,0.644531749357448,1,1,1.68583313300537,0.550967664507796,1,0.973814771356114,1,1,0.452148661531377,1,1
INPP4A,-0.95261595721355,1,1,2.41910612992274,0.093352200257475,0.675507478883436,2.80113039134899,0.0305543630321735,0.271884631845426,0.673657917210277,1,1,1.22745840501121,1,1,-0.946256769823767,1,1
SLC2A3,0.803996009218251,1,1,-0.131497984571563,1,1,-0.81357077855639,1,1,0.515257359655731,1,1,-0.108003783931902,1,1,0.562746226260905,1,1
STYK1,1.90476161814618,0.340866391251539,1,3.17339622230355,0.00904000524065718,0.166543912640521,0.881272695122568,1,1,0.673638007354024,1,1,-0.759469337789148,1,1,-1.53658363386052,0.746371817259617,1
GNA11,1.48475942482308,0.825645382761683,1,1.40436992862073,0.961252324318242,1,-0.159834251111263,1,1,1.6109003375093,0.643208678696168,1,0.558283445673282,1,1,0.689696972731586,1,1
CREB3L3,3.72060194849922,0.00119249093512723,0.0251128248703666,0.155291905709438,1,1,-3.00833574447262,0.0157609654462209,0.178127808350589,1.87254470112478,0.366787701817425,1,-1.15620990654718,1,1,1.52549497816105,0.762814110986165,1
HDAC7,1.21067708386892,1,1,-0.215337649528975,1,1,-1.2571999209416,1,1,0.392191593572737,1,1,-0.495200214632558,1,1,0.50675279097249,1,1
MRPS35,2.76743260924537,0.033899835195127,0.242509423190838,-0.546355593804274,1,1,-2.87425581531659,0.0242988476380983,0.235642526575126,1.64136761009263,0.604326775204891,1,-0.48664854341154,1,1,1.87325234208129,0.366201285149522,1
APPBP2,0.916355903195393,1,1,0.855103466164825,1,1,-0.0520545619456627,1,1,0.16007633491246,1,1,-0.275498253731245,1,1,-0.246843160475394,1,1
CA11,0.405082400617727,1,1,0.000559796524997495,1,1,-0.346632328924054,1,1,-0.140631257797976,1,1,-0.407434880992463,1,1,-0.127897031963762,1,1
ISOC2,-0.308557489856836,1,1,-0.40841847202698,1,1,-0.05792585439098,1,1,-0.153025266576961,1,1,0.0961522682050436,1,1,0.151949348259504,1,1
CD22,1.38270976002195,1,1,-0.517026255487146,1,1,-1.60032263733028,0.657162164803744,1,1.64192886554034,0.603628481485366,1,0.346519283688174,1,1,1.82867939552922,0.404685905474185,1
GSC2,1.23897396491604,1,1,0.833408137653594,1,1,-0.432509561423263,1,1,0.428496066572753,1,1,-0.472401472279353,1,1,-0.14385052704834,1,1
KCNQ1,-3.16442487559483,0.00932338629788664,0.101851798779776,-0.412331700568711,1,1,2.55027568879134,0.0645826588686966,0.445929207681918,-1.92238720375026,0.327342327064414,1,0.86052357256014,1,1,-1.46432354279376,0.85863340504596,1
TRIB2,-0.659673249061572,1,1,1.1789152838794,1,1,1.67808642029667,0.559981376129949,1,-2.44861500601641,0.0860439841156286,0.739034047538591,-1.9044797442108,0.341086393570942,1,-3.10978581885488,0.0112333829391622,0.302292570435579
OTUD5,-0.845289784836633,1,1,0.359810740387561,1,1,1.06034925877481,1,1,-0.600271979583095,1,1,-0.046425125160955,1,1,-0.788060427904569,1,1
GPKOW,0.842081823191346,1,1,-0.316894998296042,1,1,-0.993464211663804,1,1,-1.29055901591121,1,1,-1.72708428745371,0.504915162298837,1,-0.950446230159999,1,1
AQR,-1.30272416090509,1,1,0.936558328280186,1,1,1.9103929700792,0.33649581187656,1,0.770887543770197,1,1,1.61311140724466,0.640321835984848,1,0.069891690178636,1,1
LMCD1,-0.798637321946268,1,1,0.877445928174072,1,1,1.43392786457804,0.909557095120545,1,-1.00669535382266,1,1,-0.392327479648585,1,1,-1.49570290030783,0.808386565097075,1
PSMC4,-1.77751918923119,0.226448569405881,0.869028920809064,-0.835298640448108,1,1,0.920348847205579,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
FNDC8,-0.322965240154531,1,1,0.333506174913634,1,1,0.569298006642312,1,1,0.471522216733245,1,1,0.65762833519,1,1,0.204242396808584,1,1
ACAP1,-0.186102308893171,1,1,-0.603576497909304,1,1,-0.314817333453736,1,1,-2.71447077466319,0.0398290543212303,0.475070593130482,-2.21466026831107,0.160700351520282,1,-2.07873631945423,0.225849556806934,1
DERL2,-1.33031627275541,1,1,-1.18863350898219,1,1,0.123358790948792,1,1,-0.380332495963607,1,1,0.501085777608724,1,1,0.409979272588956,1,1
NOX3,3.14456708095833,0.00997996634966186,0.106554923863878,1.42883834716704,0.918304206043318,1,-1.65442280784249,0.588249812824319,1,-0.120894789495317,1,1,-2.33439938692884,0.117448913197223,1,-1.06325035234002,1,1
ANO8,1.65887803265926,0.582842232270258,1,2.71721854231582,0.0394998732011771,0.407402810597469,0.722550757705846,1,1,2.67104954830078,0.0453686906198084,0.511583250795537,1.1656430487648,1,1,0.605610383583251,1,1
ICAM3,1.4176573877662,0.937744899905917,1,0.67277331684561,1,1,-0.625161891717511,1,1,0.391075182727691,1,1,-0.738781948552171,1,1,-0.170273562914207,1,1
CTTNBP2,0.221292830203741,1,1,-0.456404953672378,1,1,-0.548733548213545,1,1,2.41107737054738,0.0954328433660243,0.791736502658052,1.86971938072729,0.369136780413242,1,2.50406971607114,0.0736643037590408,0.803797743828654
ACTL6B,0.508265710163315,1,1,0.60302288305247,1,1,0.0275406170249992,1,1,-1.97533310111456,0.289382155134638,1,-2.13271115220496,0.197690571001492,1,-2.26117980630585,0.142488750292169,1
KIF22,1.98900413696868,0.280204478048836,0.997901547824589,-0.283116481589641,1,1,-1.99239878101681,0.277963925969699,1,-0.0690288577113283,1,1,-1.37893305299724,1,1,0.112361424453145,1,1
PRSS22,1.12903634808021,1,1,0.98993371055067,1,1,-0.220806858593738,1,1,-0.307115716493548,1,1,-1.13527426876237,1,1,-1.00765017814068,1,1
YTHDC2,-0.659225877446643,1,1,2.08782035586357,0.220884255822509,1,2.30889663935805,0.125695905163798,0.682385696529478,-0.60084851400171,1,1,-0.0843478925603695,1,1,-1.98341181575709,0.283928690235908,1
TMEM161A,0.900076184722265,1,1,-0.281739329203632,1,1,-1.01811438217764,1,1,0.168577026577344,1,1,-0.497067011869655,1,1,0.344459148573769,1,1
FOXJ2,2.85984415873129,0.0254309542402971,0.199586911192459,-0.0278133287255872,1,1,-2.5533171447772,0.0640213735380072,0.443199366013004,-0.626326928602459,1,1,-2.60775829002431,0.0546823702219508,0.782044289055436,-0.557431728181525,1,1
GOLGA5,2.49066546049914,0.0765024670719092,0.420881749843603,1.47875862867048,0.83522901967822,1,-0.983278526642481,1,1,-1.27810347415192,1,1,-2.91715260946872,0.0211945736073201,0.46543516869445,-2.191700810654,0.170406703042063,1
PPP2R5B,-0.143888826165346,1,1,0.406989296002544,1,1,0.485245882080511,1,1,-1.70278772347622,0.531646806659781,1,-1.52618243701374,0.761786616850398,1,-1.82502360303107,0.407984805585926,1
PYGM,-3.3081801593431,0.00563426275855573,0.0716624563242969,0.300504519183432,1,1,3.17958680147804,0.00884911141316124,0.120489260414037,-2.53115619395211,0.068212325997971,0.641806841019212,0.0644778546042819,1,1,-2.54464536289359,0.0656332627548492,0.767178848028314
